p,n,poly,factorization
2617,2,x^2 + x + 30,2^4 * 3 * 7 * 11 * 17 * 109
2617,3,x^3 + x^2 + 19,2^3 * 3^2 * 109 * 193 * 11833
2617,4,x^4 + x^3 + 10,2^5 * 3 * 5 * 7 * 11 * 17 * 109 * 684869
2617,5,x^5 + x^4 + 5,2^3 * 3 * 109 * 46922470889141
2617,6,x^6 + x^5 + 71,2^4 * 3^2 * 7 * 11 * 13 * 17 * 37 * 43 * 109 * 193 * 331 * 11833
2617,7,x^7 + x^6 + 5,2^3 * 3 * 29 * 109 * 953 * 11627796440687491
2617,8,x^8 + x^7 + 161,2^6 * 3 * 5 * 7 * 11 * 17 * 109 * 113 * 49937 * 684869 * 4156081
2617,9,x^9 + x^8 + 45,2^3 * 3^3 * 109 * 193 * 271 * 2917 * 11833 * 135455099972923
2617,10,x^10 + x^9 + 10,2^4 * 3 * 7 * 11 * 17 * 109 * 7121 * 6584275361 * 46922470889141
2617,11,x^11 + x^10 + 45,2^3 * 3 * 23^2 * 109 * 661 * 8785934741 * 4906345242240773563
2617,12,x^12 + x^11 + 15,2^5 * 3^2 * 5 * 7 * 11 * 13 * 17 * 37 * 43 * 109 * 193 * 331 * 11833 * 684869 * 1125169 * 41686657
2617,13,x^13 + x^12 + 161,2^3 * 3 * 79 * 109 * 313 * 937 * 322583 * 13812050527920176402750327813
2617,14,x^14 + x^13 + 28,2^4 * 3 * 7^2 * 11 * 17 * 29 * 109 * 337 * 953 * 8233 * 16533711678919 * 11627796440687491
2617,15,x^15 + x^14 + 28,2^3 * 3^2 * 109 * 193 * 11833 * 1823589010051 * 46922470889141 * 1205970909669451
2617,16,x^16 + x^15 + 45,2^7 * 3 * 5 * 7 * 11 * 17 * 109 * 113 * 449 * 8209 * 49937 * 88513 * 684869 * 3953617 * 4156081 * 852828161
2617,17,x^17 + x^16 + 31,2^3 * 3 * 109 * 4842008474674612281533867473357613645302328463018385361
2617,18,x^18 + x^17 + 135,2^4 * 3^3 * 7 * 11 * 13 * 17 * 19 * 37 * 43 * 109 * 193 * 271 * 331 * 2917 * 11833 * 135455099972923 * 16907084953002120403
2617,19,x^19 + x^18 + 44,2^3 * 3 * 109 * 1105821127811 * 19684059329056308261623 * 1523468369783116567016247199
2617,20,x^20 + x^19 + 71,2^5 * 3 * 5^2 * 7 * 11 * 17 * 109 * 7121 * 684869 * 6584275361 * 46922470889141 * 440007129388462720808667821
2617,21,x^21 + x^20 + 142,2^3 * 3^2 * 29 * 109 * 193 * 953 * 11833 * 150991 * 11627796440687491 * 683168175792348203814218356008377119
2617,22,x^22 + x^21 + 66,2^4 * 3 * 7 * 11^2 * 17 * 23^2 * 109 * 661 * 9813431 * 8785934741 * 4906345242240773563 * 139526836785998635797163693
2617,23,x^23 + x^22 + 106,2^3 * 3 * 47 * 109 * 599 * 894793 * 465320269 * 8171749673 * 444147712534964689 * 36559998417294171594796822531
