p,n,poly,factorization
8161,2,x^2 + x + 11,2^6 * 3 * 5 * 7 * 11 * 17 * 53
8161,3,x^3 + x^2 + 14,2^5 * 3^2 * 5 * 17 * 22203361
8161,4,x^4 + x^3 + 11,2^7 * 3 * 5 * 7 * 11 * 17 * 29 * 53 * 353 * 3253
8161,5,x^5 + x^4 + 57,2^5 * 3 * 5^2 * 17 * 31 * 571 * 38011 * 1318711
8161,6,x^6 + x^5 + 23,2^6 * 3^2 * 5 * 7 * 11 * 13 * 17 * 53 * 61 * 79 * 1063 * 22203361
8161,7,x^7 + x^6 + 29,2^5 * 3 * 5 * 17 * 1818923 * 55036591 * 2951533019
8161,8,x^8 + x^7 + 11,2^8 * 3 * 5 * 7 * 11 * 17 * 29 * 53 * 353 * 1321 * 3253 * 1678961347801
8161,9,x^9 + x^8 + 69,2^5 * 3^3 * 5 * 17 * 6823 * 28081 * 22203361 * 513985741790887
8161,10,x^10 + x^9 + 7,2^6 * 3 * 5^2 * 7 * 11 * 17 * 31 * 53 * 571 * 1451 * 38011 * 1318711 * 3056700488771
8161,11,x^11 + x^10 + 189,2^5 * 3 * 5 * 17 * 23761 * 55159749262068934093965968029301051
8161,12,x^12 + x^11 + 22,2^7 * 3^2 * 5 * 7 * 11 * 13 * 17 * 29 * 53 * 61 * 79 * 353 * 1063 * 1453 * 3253 * 283009 * 10787173 * 22203361
8161,13,x^13 + x^12 + 119,2^5 * 3 * 5 * 17 * 131 * 2731 * 151243 * 169313 * 9528294446619520555469843719207
8161,14,x^14 + x^13 + 197,2^6 * 3 * 5 * 7^2 * 11 * 17 * 53 * 8779 * 1818923 * 55036591 * 59956471 * 2951533019 * 80172957187
8161,15,x^15 + x^14 + 14,2^5 * 3^2 * 5^2 * 17 * 31 * 571 * 1231 * 38011 * 1318711 * 3007141 * 22203361 * 47478661 * 111939534470311
8161,16,x^16 + x^15 + 69,2^9 * 3 * 5 * 7 * 11 * 17 * 29 * 53 * 353 * 1321 * 3253 * 559841 * 1678961347801 * 17573259665831963656151201
8161,17,x^17 + x^16 + 95,2^5 * 3 * 5 * 17^2 * 63649 * 5253476273 * 68117701249543233573156259403354925773930168753
8161,18,x^18 + x^17 + 388,2^6 * 3^3 * 5 * 7 * 11 * 13 * 17 * 19 * 37 * 53 * 61 * 79 * 1063 * 6823 * 28081 * 22203361 * 513985741790887 * 420247309913305408927
8161,19,x^19 + x^18 + 35,2^5 * 3 * 5 * 17 * 2053 * 29889547 * 127439343607 * 2130391276808737 * 1547971059896633828882505711136291
8161,20,x^20 + x^19 + 198,2^7 * 3 * 5^2 * 7 * 11 * 17 * 29 * 31 * 41 * 53 * 353 * 421 * 541 * 571 * 701 * 1451 * 3253 * 38011 * 1318711 * 232632901 * 3056700488771 * 12920955899641
