p,n,poly,factorization
1487,2,x^2 + x + 13,2^5 * 3 * 31 * 743
1487,3,x^3 + x^2 + 7,2 * 743 * 2212657
1487,4,x^4 + x^3 + 10,2^6 * 3 * 5 * 13 * 31 * 73 * 233 * 743
1487,5,x^5 + x^4 + 4,2 * 743 * 21961 * 222783961
1487,6,x^6 + x^5 + 43,2^5 * 3^2 * 7 * 31 * 139 * 743 * 757 * 2212657
1487,7,x^7 + x^6 + 6,2 * 743 * 4603327 * 2350098925231
1487,8,x^8 + x^7 + 35,2^7 * 3 * 5 * 13 * 17 * 31 * 73 * 113 * 233 * 743 * 14737 * 86353
1487,9,x^9 + x^8 + 3,2 * 19 * 37 * 181 * 743 * 181693 * 2212657 * 467620687
1487,10,x^10 + x^9 + 19,2^5 * 3 * 11 * 31 * 743 * 21961 * 22031 * 20161601 * 222783961
1487,11,x^11 + x^10 + 44,2 * 743 * 2534080803000671 * 20872832375422127
1487,12,x^12 + x^11 + 40,2^6 * 3^2 * 5 * 7 * 13 * 31 * 73 * 139 * 233 * 743 * 757 * 390109 * 2212657 * 12533077
1487,13,x^13 + x^12 + 4,2 * 79 * 743 * 1250003 * 2565018749749 * 461737439925956897
1487,14,x^14 + x^13 + 79,2^5 * 3 * 31 * 743 * 4603327 * 2350098925231 * 10803733144548151543
1487,15,x^15 + x^14 + 12,2 * 151 * 743 * 21961 * 2212657 * 13454491 * 222783961 * 11758484997786661
1487,16,x^16 + x^15 + 26,2^8 * 3 * 5 * 13 * 17 * 31 * 73 * 113 * 233 * 743 * 1297 * 14737 * 86353 * 29526449 * 312109190139137
1487,17,x^17 + x^16 + 11,2 * 743 * 6257 * 27541 * 94351 * 1732879 * 14338481 * 1818972563 * 778175862207599
1487,18,x^18 + x^17 + 29,2^5 * 3^3 * 7 * 19 * 31 * 37 * 127 * 139 * 181 * 743 * 757 * 181693 * 2212657 * 124104961 * 228639727 * 467620687
1487,19,x^19 + x^18 + 62,2 * 191 * 743 * 9007 * 211319 * 2490829207 * 1396347674587854365238350282332807537
1487,20,x^20 + x^19 + 232,2^6 * 3 * 5^2 * 11 * 13 * 31 * 61 * 73 * 233 * 743 * 21961 * 22031 * 20161601 * 222783961 * 78376833290785650720401
1487,21,x^21 + x^20 + 2,2 * 43 * 743 * 362377 * 2212657 * 4603327 * 2350098925231 * 281321272619941 * 26644514368237039
1487,22,x^22 + x^21 + 35,2^5 * 3 * 23 * 31 * 743 * 12141449 * 2534080803000671 * 20872832375422127 * 189155671145616159860789
1487,23,x^23 + x^22 + 95,2 * 743 * 16561 * 373290475809117312327224125155256277522613396499233222911198154337
1487,24,x^24 + x^23 + 19,2^7 * 3^2 * 5 * 7 * 13 * 17 * 31 * 73 * 113 * 139 * 233 * 743 * 757 * 14737 * 86353 * 390109 * 2212657 * 12533077 * 23904944964678445532180161
1487,25,x^25 + x^24 + 6,2 * 743 * 2801 * 21961 * 57888001 * 64697701 * 222783961 * 8077595857475538262201 * 32972109988637363632901
