p,n,poly,factorization
863,2,x^2 + x + 5,2^6 * 3^3 * 431
863,3,x^3 + x^2 + 3,2 * 7^2 * 431 * 15217
863,4,x^4 + x^3 + 46,2^7 * 3^3 * 5 * 13 * 17 * 337 * 431
863,5,x^5 + x^4 + 27,2 * 11 * 61 * 431 * 827607071
863,6,x^6 + x^5 + 52,2^6 * 3^4 * 7^2 * 19 * 31 * 421 * 431 * 15217
863,7,x^7 + x^6 + 2,2 * 431 * 413588356833933793
863,8,x^8 + x^7 + 21,2^8 * 3^3 * 5 * 13 * 17 * 137 * 337 * 431 * 13049 * 155137
863,9,x^9 + x^8 + 8,2 * 7^2 * 37 * 431 * 1747 * 15217 * 6391019548063
863,10,x^10 + x^9 + 33,2^6 * 3^3 * 11 * 61 * 181 * 431 * 911 * 3360031 * 827607071
863,11,x^11 + x^10 + 25,2 * 23^2 * 67 * 431 * 4027 * 1256707 * 1278984698025739
863,12,x^12 + x^11 + 11,2^7 * 3^4 * 5 * 7^2 * 13 * 17 * 19 * 31 * 337 * 421 * 431 * 3853 * 15217 * 143960581
863,13,x^13 + x^12 + 25,2 * 53 * 431 * 59021 * 3318642757 * 16458495802620316381
863,14,x^14 + x^13 + 47,2^6 * 3^3 * 29 * 431 * 6763 * 2103896844281 * 413588356833933793
863,15,x^15 + x^14 + 37,2 * 7^2 * 11 * 61 * 211 * 431 * 2011 * 15217 * 827607071 * 724249677704966401
863,16,x^16 + x^15 + 84,2^9 * 3^3 * 5 * 13 * 17 * 137 * 337 * 431 * 449 * 13049 * 155137 * 7078727569 * 48401055281
863,17,x^17 + x^16 + 49,2 * 431 * 100420157 * 943746524555020546985884253804501591573
863,18,x^18 + x^17 + 83,2^6 * 3^5 * 7^2 * 19 * 31 * 37 * 421 * 431 * 1747 * 1783 * 15217 * 908911 * 84971017 * 6391019548063
863,19,x^19 + x^18 + 34,2 * 431 * 297503 * 237250154152941828313706973109892307074156361791
863,20,x^20 + x^19 + 301,2^7 * 3^3 * 5^2 * 11 * 13 * 17 * 41 * 61 * 181 * 337 * 431 * 911 * 3360031 * 827607071 * 1500831449123644428421
863,21,x^21 + x^20 + 17,2 * 7^3 * 431 * 1051 * 15217 * 26934292971853 * 413588356833933793 * 860240100576017449
863,22,x^22 + x^21 + 33,2^6 * 3^3 * 23^2 * 67 * 431 * 4027 * 1256707 * 426963241 * 1278984698025739 * 536061384794968022387
863,23,x^23 + x^22 + 53,2 * 47 * 431 * 30048708622276756949 * 27721540798677652839448320093036768845906611
863,24,x^24 + x^23 + 197,2^8 * 3^4 * 5 * 7^2 * 13 * 17 * 19 * 31 * 137 * 337 * 421 * 431 * 3853 * 13049 * 15217 * 155137 * 143960581 * 307670860178349671352961
863,25,x^25 + x^24 + 76,2 * 11 * 61 * 431 * 49576951 * 827607071 * 93187657699343779601 * 11365216275021029473278479632151
863,26,x^26 + x^25 + 56,2^6 * 3^3 * 53 * 431 * 599 * 59021 * 3318642757 * 44378924980339 * 6412435379649309401 * 16458495802620316381
863,27,x^27 + x^26 + 31,2 * 7^2 * 37 * 431 * 1747 * 15217 * 6391019548063 * 70500845087659103904376134640257837466651839471195553
