p,n,poly,factorization
3221,2,x^2 + x + 19,2^3 * 3^2 * 5 * 7 * 23 * 179
3221,3,x^3 + x^2 + 40,2^2 * 5 * 7 * 23 * 10378063
3221,4,x^4 + x^3 + 14,2^4 * 3^2 * 5 * 7 * 23 * 179 * 857 * 6053
3221,5,x^5 + x^4 + 22,2^2 * 5^2 * 7 * 11 * 23 * 1957650063931
3221,6,x^6 + x^5 + 34,2^3 * 3^3 * 5 * 7 * 13 * 23 * 73 * 179 * 3643 * 10378063
3221,7,x^7 + x^6 + 22,2^2 * 5 * 7^2 * 23 * 673 * 10333 * 248879 * 92204351
3221,8,x^8 + x^7 + 84,2^5 * 3^2 * 5 * 7 * 17 * 23 * 179 * 857 * 6053 * 3165803699273
3221,9,x^9 + x^8 + 50,2^2 * 5 * 7 * 23 * 24517 * 10378063 * 45548808606973099
3221,10,x^10 + x^9 + 19,2^3 * 3^2 * 5^2 * 7 * 11 * 23 * 41 * 179 * 50101 * 52383901 * 1957650063931
3221,11,x^11 + x^10 + 22,2^2 * 5 * 7 * 23 * 381510691 * 315163118203085670683224621
3221,12,x^12 + x^11 + 79,2^4 * 3^3 * 5 * 7 * 13 * 23 * 73 * 179 * 857 * 3643 * 6053 * 10378063 * 107637315400441
3221,13,x^13 + x^12 + 110,2^2 * 5 * 7 * 23 * 1247451159302262598804596798564656994853573
3221,14,x^14 + x^13 + 160,2^3 * 3^2 * 5 * 7^2 * 23 * 43 * 71 * 179 * 673 * 10333 * 180097 * 248879 * 92204351 * 2030374988321
3221,15,x^15 + x^14 + 50,2^2 * 5^2 * 7 * 11 * 23 * 31^2 * 1291 * 42751 * 190891 * 817561 * 1399231 * 10378063 * 1957650063931
3221,16,x^16 + x^15 + 22,2^6 * 3^2 * 5 * 7 * 17 * 23 * 179 * 641 * 857 * 6053 * 94082192881 * 3165803699273 * 96057292634561
3221,17,x^17 + x^16 + 123,2^2 * 5 * 7 * 23 * 1429 * 12547 * 22951667 * 326287239190608569903995432621749250292597
3221,18,x^18 + x^17 + 316,2^3 * 3^4 * 5 * 7 * 13 * 19^2 * 23 * 73 * 179 * 199 * 3643 * 24517 * 10378063 * 5181587255531233 * 45548808606973099
3221,19,x^19 + x^18 + 70,2^2 * 5 * 7 * 23 * 1597 * 9269332682900903447 * 9497087708733775013 * 9908868507694572078217
3221,20,x^20 + x^19 + 22,2^4 * 3^2 * 5^2 * 7 * 11 * 23 * 41 * 179 * 857 * 6053 * 50101 * 52383901 * 1957650063931 * 11585792783333938581283924081
3221,21,x^21 + x^20 + 22,2^2 * 5 * 7^2 * 23 * 673 * 10333 * 248879 * 10378063 * 32651389 * 92204351 * 109828111 * 347647147058727029766742099
3221,22,x^22 + x^21 + 15,2^3 * 3^2 * 5 * 7 * 23 * 67 * 179 * 3146771 * 381510691 * 804408551 * 708526040475420443 * 315163118203085670683224621
