p,e,n,poly,factorization
7589,1,2,x^2 + x + 14,2^3 * 3 * 5 * 7 * 11 * 23 * 271
7589,1,3,x^3 + x^2 + 2,2^2 * 7 * 31 * 271 * 1858081
7589,1,4,x^4 + x^3 + 12,2^4 * 3 * 5 * 7 * 11 * 23 * 271 * 28796461
7589,1,5,x^5 + x^4 + 47,2^2 * 7 * 271 * 1151 * 420571 * 6853001
7589,1,6,x^6 + x^5 + 19,2^3 * 3^2 * 5 * 7 * 11 * 13 * 19 * 23 * 31 * 271 * 77713 * 1858081
7589,1,7,x^7 + x^6 + 39,2^2 * 7^2 * 29 * 43 * 271 * 337 * 64948653708106547
7589,1,8,x^8 + x^7 + 75,2^5 * 3 * 5 * 7 * 11 * 23 * 113 * 271 * 977 * 12329 * 1218449 * 28796461
7589,1,9,x^9 + x^8 + 12,2^2 * 7 * 31 * 271 * 541 * 1858081 * 21250351 * 16616668046941
7589,1,10,x^10 + x^9 + 167,2^3 * 3 * 5^2 * 7 * 11 * 23 * 41 * 101 * 271 * 1151 * 123491 * 420571 * 1297091 * 6853001
7589,1,11,x^11 + x^10 + 12,2^2 * 7 * 271 * 1409 * 50359 * 640663 * 2087999 * 870127721 * 7673115473
7589,1,12,x^12 + x^11 + 171,2^4 * 3^2 * 5 * 7 * 11 * 13 * 19 * 23 * 31 * 73 * 109 * 271 * 2521 * 77713 * 1858081 * 28796461 * 165354493
7589,1,13,x^13 + x^12 + 14,2^2 * 7 * 53 * 271 * 8087 * 139048027 * 787665894100931 * 777502295620628423
7589,1,14,x^14 + x^13 + 97,2^3 * 3 * 5 * 7^2 * 11 * 23 * 29 * 43 * 271 * 337 * 166363 * 371981 * 3086544856739 * 64948653708106547
7589,1,15,x^15 + x^14 + 12,2^2 * 7 * 31 * 61 * 271 * 1151 * 1741 * 102841 * 420571 * 1858081 * 6853001 * 1007219893549411677601
7589,1,16,x^16 + x^15 + 2,2^6 * 3 * 5 * 7 * 11 * 17^2 * 23 * 113 * 271 * 401 * 977 * 1217 * 12329 * 1218449 * 28796461 * 51789806449 * 753128955793
7589,1,17,x^17 + x^16 + 19,2^2 * 7 * 271 * 6765763 * 17893417495005684308213278641569359192496189307353976187
7589,1,18,x^18 + x^17 + 18,2^3 * 3^3 * 5 * 7 * 11 * 13 * 19 * 23 * 31 * 37 * 271 * 541 * 77713 * 1858081 * 21250351 * 51149809 * 16616668046941 * 33646533113107
