p,e,n,poly,factorization
1931,1,2,x^2 + x + 14,2^3 * 3 * 5 * 7 * 23 * 193
1931,1,3,x^3 + x^2 + 3,2 * 5 * 193 * 3730693
1931,1,4,x^4 + x^3 + 17,2^4 * 3 * 5 * 7 * 23 * 29 * 53 * 193 * 1213
1931,1,5,x^5 + x^4 + 5,2 * 5^2 * 193 * 55411 * 50209751
1931,1,6,x^6 + x^5 + 2,2^3 * 3^2 * 5 * 7 * 19 * 23 * 151 * 193 * 433 * 3730693
1931,1,7,x^7 + x^6 + 25,2 * 5 * 193 * 421 * 27468253 * 4485444349
1931,1,8,x^8 + x^7 + 8,2^5 * 3 * 5 * 7 * 23 * 29 * 53 * 193 * 1213 * 686009 * 10133729
1931,1,9,x^9 + x^8 + 9,2 * 5 * 37 * 193 * 1009 * 2143 * 172981 * 3730693 * 3746107
1931,1,10,x^10 + x^9 + 2,2^3 * 3 * 5^2 * 7 * 11 * 23 * 41 * 71 * 193 * 55411 * 50209751 * 433979641
1931,1,11,x^11 + x^10 + 7,2 * 5 * 193 * 10253 * 50332985196671 * 1397475029354647
1931,1,12,x^12 + x^11 + 150,2^4 * 3^2 * 5 * 7 * 13 * 19 * 23 * 29 * 53 * 61 * 151 * 193 * 433 * 1213 * 19429 * 902413 * 3730693
1931,1,13,x^13 + x^12 + 4,2 * 5 * 193 * 849083 * 3167102393056963193635826301908891
1931,1,14,x^14 + x^13 + 54,2^3 * 3 * 5 * 7^2 * 23 * 43 * 193 * 421 * 1723 * 3557 * 27468253 * 4485444349 * 28088798081
1931,1,15,x^15 + x^14 + 75,2 * 5^2 * 31 * 193 * 4441 * 55411 * 87511 * 3730693 * 50209751 * 16037183995044241
1931,1,16,x^16 + x^15 + 126,2^6 * 3 * 5 * 7 * 17 * 23 * 29 * 53 * 193 * 1213 * 686009 * 10133729 * 5685638892049472335441313
1931,1,17,x^17 + x^16 + 48,2 * 5 * 193 * 2789 * 2444669 * 2719320414195183691 * 2016565730714079858975187
1931,1,18,x^18 + x^17 + 22,2^3 * 3^3 * 5 * 7 * 19 * 23 * 37 * 151 * 193 * 433 * 1009 * 2143 * 172981 * 3730693 * 3746107 * 881487109 * 19604529433
1931,1,19,x^19 + x^18 + 28,2 * 5 * 193 * 14783 * 9430686670618650820969575635079876643845832625464232603
1931,1,20,x^20 + x^19 + 159,2^4 * 3 * 5^2 * 7 * 11 * 23 * 29 * 41 * 53 * 71 * 193 * 1213 * 55411 * 50209751 * 433979641 * 193311670486276036257895921
1931,1,21,x^21 + x^20 + 26,2 * 5 * 193 * 421 * 3730693 * 27468253 * 4485444349 * 794447612137999 * 3381403957574765053288519
1931,1,22,x^22 + x^21 + 313,2^3 * 3 * 5 * 7 * 23 * 193 * 353^2 * 10253 * 50332985196671 * 1397475029354647 * 5781605817730609280562533639
1931,1,23,x^23 + x^22 + 5,2 * 5 * 47 * 193 * 302711879 * 136240950897528978894914011695338571345022965644208789862443301
1931,1,24,x^24 + x^23 + 65,2^5 * 3^2 * 5 * 7 * 13 * 19 * 23 * 29 * 53 * 61 * 97 * 151 * 193 * 433 * 1033 * 1213 * 7489 * 19429 * 686009 * 902413 * 3730693 * 10133729 * 257609754573129289
1931,2,2,x^4 + x^3 + 17,2^4 * 3 * 5 * 7 * 23 * 29 * 53 * 193 * 1213
1931,2,3,x^6 + x^5 + 2,2^3 * 3^2 * 5 * 7 * 19 * 23 * 151 * 193 * 433 * 3730693
1931,2,4,x^8 + x^7 + 8,2^5 * 3 * 5 * 7 * 23 * 29 * 53 * 193 * 1213 * 686009 * 10133729
1931,2,5,x^10 + x^9 + 2,2^3 * 3 * 5^2 * 7 * 11 * 23 * 41 * 71 * 193 * 55411 * 50209751 * 433979641
1931,2,6,x^12 + x^11 + 150,2^4 * 3^2 * 5 * 7 * 13 * 19 * 23 * 29 * 53 * 61 * 151 * 193 * 433 * 1213 * 19429 * 902413 * 3730693
1931,2,7,x^14 + x^13 + 54,2^3 * 3 * 5 * 7^2 * 23 * 43 * 193 * 421 * 1723 * 3557 * 27468253 * 4485444349 * 28088798081
1931,2,8,x^16 + x^15 + 126,2^6 * 3 * 5 * 7 * 17 * 23 * 29 * 53 * 193 * 1213 * 686009 * 10133729 * 5685638892049472335441313
1931,2,9,x^18 + x^17 + 22,2^3 * 3^3 * 5 * 7 * 19 * 23 * 37 * 151 * 193 * 433 * 1009 * 2143 * 172981 * 3730693 * 3746107 * 881487109 * 19604529433
1931,2,10,x^20 + x^19 + 159,2^4 * 3 * 5^2 * 7 * 11 * 23 * 29 * 41 * 53 * 71 * 193 * 1213 * 55411 * 50209751 * 433979641 * 193311670486276036257895921
1931,2,11,x^22 + x^21 + 313,2^3 * 3 * 5 * 7 * 23 * 193 * 353^2 * 10253 * 50332985196671 * 1397475029354647 * 5781605817730609280562533639
1931,2,12,x^24 + x^23 + 65,2^5 * 3^2 * 5 * 7 * 13 * 19 * 23 * 29 * 53 * 61 * 97 * 151 * 193 * 433 * 1033 * 1213 * 7489 * 19429 * 686009 * 902413 * 3730693 * 10133729 * 257609754573129289
1931,3,2,x^6 + x^5 + 2,2^3 * 3^2 * 5 * 7 * 19 * 23 * 151 * 193 * 433 * 3730693
1931,3,3,x^9 + x^8 + 9,2 * 5 * 37 * 193 * 1009 * 2143 * 172981 * 3730693 * 3746107
1931,3,4,x^12 + x^11 + 150,2^4 * 3^2 * 5 * 7 * 13 * 19 * 23 * 29 * 53 * 61 * 151 * 193 * 433 * 1213 * 19429 * 902413 * 3730693
1931,3,5,x^15 + x^14 + 75,2 * 5^2 * 31 * 193 * 4441 * 55411 * 87511 * 3730693 * 50209751 * 16037183995044241
1931,3,6,x^18 + x^17 + 22,2^3 * 3^3 * 5 * 7 * 19 * 23 * 37 * 151 * 193 * 433 * 1009 * 2143 * 172981 * 3730693 * 3746107 * 881487109 * 19604529433
1931,3,7,x^21 + x^20 + 26,2 * 5 * 193 * 421 * 3730693 * 27468253 * 4485444349 * 794447612137999 * 3381403957574765053288519
1931,3,8,x^24 + x^23 + 65,2^5 * 3^2 * 5 * 7 * 13 * 19 * 23 * 29 * 53 * 61 * 97 * 151 * 193 * 433 * 1033 * 1213 * 7489 * 19429 * 686009 * 902413 * 3730693 * 10133729 * 257609754573129289
1931,4,2,x^8 + x^7 + 8,2^5 * 3 * 5 * 7 * 23 * 29 * 53 * 193 * 1213 * 686009 * 10133729
