p,e,n,poly,factorization
7723,1,2,x^2 + x + 11,2^3 * 3^3 * 11 * 13 * 1931
7723,1,3,x^3 + x^2 + 9,2 * 3^4 * 7^2 * 11 * 13 * 405799
7723,1,4,x^4 + x^3 + 12,2^4 * 3^3 * 5 * 11 * 13 * 1931 * 5964473
7723,1,5,x^5 + x^4 + 21,2 * 3^3 * 11 * 13 * 31 * 8011 * 27211 * 526511
7723,1,6,x^6 + x^5 + 83,2^3 * 3^4 * 7^2 * 11 * 13 * 37 * 1237 * 1303 * 1931 * 405799
7723,1,7,x^7 + x^6 + 6,2 * 3^3 * 11 * 13 * 277789 * 927403 * 823737629779
7723,1,8,x^8 + x^7 + 91,2^5 * 3^3 * 5 * 11 * 13 * 1931 * 16433 * 74449 * 1453913 * 5964473
7723,1,9,x^9 + x^8 + 43,2 * 3^5 * 7^2 * 11 * 13 * 19 * 127 * 6841 * 16273 * 405799 * 263299732291
7723,1,10,x^10 + x^9 + 59,2^3 * 3^3 * 11 * 13 * 31 * 311 * 461 * 1151 * 1931 * 2711 * 7951 * 8011 * 27211 * 526511
7723,1,11,x^11 + x^10 + 6,2 * 3^3 * 11^2 * 13 * 23 * 381239 * 7827061442485671087213220823599
7723,1,12,x^12 + x^11 + 173,2^4 * 3^4 * 5 * 7^2 * 11 * 13 * 37 * 1237 * 1303 * 1931 * 405799 * 5964473 * 3557493637838713
7723,1,13,x^13 + x^12 + 36,2 * 3^3 * 11 * 13^2 * 937 * 139283702469188351699 * 26540274456261481625399
7723,1,14,x^14 + x^13 + 19,2^3 * 3^3 * 11 * 13 * 29 * 449 * 1931 * 277789 * 927403 * 823737629779 * 16293547080778379287
7723,1,15,x^15 + x^14 + 21,2 * 3^4 * 7^2 * 11 * 13 * 31 * 8011 * 27211 * 405799 * 526511 * 12654122697133889587571872453681
7723,1,16,x^16 + x^15 + 92,2^6 * 3^3 * 5 * 11 * 13 * 17 * 193 * 1931 * 16433 * 74449 * 1453913 * 5964473 * 11900657 * 162061970250899010673
7723,1,17,x^17 + x^16 + 55,2 * 3^3 * 11 * 13 * 239 * 2551 * 17579 * 109543524989 * 8981169207919 * 15191850524019531881046715321
7723,1,18,x^18 + x^17 + 185,2^3 * 3^5 * 7^2 * 11 * 13 * 19 * 37 * 109 * 127 * 1063 * 1237 * 1303 * 1931 * 6841 * 16273 * 405799 * 263299732291 * 1831287143924906869
7723,1,19,x^19 + x^18 + 84,2 * 3^3 * 11 * 13 * 3520511 * 1517183137 * 2594073919093 * 689570707531464611319514268747131695280463
7723,1,20,x^20 + x^19 + 142,2^4 * 3^3 * 5^2 * 11 * 13 * 31 * 61 * 311 * 461 * 601 * 761 * 1151 * 1931 * 2711 * 5281 * 7951 * 8011 * 27211 * 526511 * 5964473 * 17179603483784935441
7723,2,2,x^4 + x^3 + 12,2^4 * 3^3 * 5 * 11 * 13 * 1931 * 5964473
7723,2,3,x^6 + x^5 + 83,2^3 * 3^4 * 7^2 * 11 * 13 * 37 * 1237 * 1303 * 1931 * 405799
7723,2,4,x^8 + x^7 + 91,2^5 * 3^3 * 5 * 11 * 13 * 1931 * 16433 * 74449 * 1453913 * 5964473
7723,2,5,x^10 + x^9 + 59,2^3 * 3^3 * 11 * 13 * 31 * 311 * 461 * 1151 * 1931 * 2711 * 7951 * 8011 * 27211 * 526511
7723,2,6,x^12 + x^11 + 173,2^4 * 3^4 * 5 * 7^2 * 11 * 13 * 37 * 1237 * 1303 * 1931 * 405799 * 5964473 * 3557493637838713
7723,2,7,x^14 + x^13 + 19,2^3 * 3^3 * 11 * 13 * 29 * 449 * 1931 * 277789 * 927403 * 823737629779 * 16293547080778379287
7723,2,8,x^16 + x^15 + 92,2^6 * 3^3 * 5 * 11 * 13 * 17 * 193 * 1931 * 16433 * 74449 * 1453913 * 5964473 * 11900657 * 162061970250899010673
7723,2,9,x^18 + x^17 + 185,2^3 * 3^5 * 7^2 * 11 * 13 * 19 * 37 * 109 * 127 * 1063 * 1237 * 1303 * 1931 * 6841 * 16273 * 405799 * 263299732291 * 1831287143924906869
7723,2,10,x^20 + x^19 + 142,2^4 * 3^3 * 5^2 * 11 * 13 * 31 * 61 * 311 * 461 * 601 * 761 * 1151 * 1931 * 2711 * 5281 * 7951 * 8011 * 27211 * 526511 * 5964473 * 17179603483784935441
7723,3,2,x^6 + x^5 + 83,2^3 * 3^4 * 7^2 * 11 * 13 * 37 * 1237 * 1303 * 1931 * 405799
7723,3,3,x^9 + x^8 + 43,2 * 3^5 * 7^2 * 11 * 13 * 19 * 127 * 6841 * 16273 * 405799 * 263299732291
7723,3,4,x^12 + x^11 + 173,2^4 * 3^4 * 5 * 7^2 * 11 * 13 * 37 * 1237 * 1303 * 1931 * 405799 * 5964473 * 3557493637838713
7723,3,5,x^15 + x^14 + 21,2 * 3^4 * 7^2 * 11 * 13 * 31 * 8011 * 27211 * 405799 * 526511 * 12654122697133889587571872453681
7723,3,6,x^18 + x^17 + 185,2^3 * 3^5 * 7^2 * 11 * 13 * 19 * 37 * 109 * 127 * 1063 * 1237 * 1303 * 1931 * 6841 * 16273 * 405799 * 263299732291 * 1831287143924906869
7723,4,2,x^8 + x^7 + 91,2^5 * 3^3 * 5 * 11 * 13 * 1931 * 16433 * 74449 * 1453913 * 5964473
7723,4,3,x^12 + x^11 + 173,2^4 * 3^4 * 5 * 7^2 * 11 * 13 * 37 * 1237 * 1303 * 1931 * 405799 * 5964473 * 3557493637838713
