p,n,poly,factorization
3671,2,x^2 + x + 19,2^4 * 3^3 * 5 * 17 * 367
3671,3,x^3 + x^2 + 2,2 * 5 * 367 * 13479913
3671,4,x^4 + x^3 + 37,2^5 * 3^3 * 5 * 13 * 17 * 29 * 61 * 293 * 367
3671,5,x^5 + x^4 + 2,2 * 5^2 * 367 * 1672271 * 21725971
3671,6,x^6 + x^5 + 74,2^4 * 3^4 * 5 * 7 * 17 * 367 * 641551 * 13479913
3671,7,x^7 + x^6 + 27,2 * 5 * 43 * 367 * 56931964738292023339
3671,8,x^8 + x^7 + 43,2^6 * 3^3 * 5 * 13 * 17 * 29 * 61 * 293 * 367 * 90804535745041
3671,9,x^9 + x^8 + 12,2 * 5 * 19 * 163 * 367 * 24391 * 1015453 * 13479913 * 31906243
3671,10,x^10 + x^9 + 43,2^4 * 3^3 * 5^2 * 11 * 17 * 367 * 4951 * 33931 * 98251 * 1672271 * 21725971
3671,11,x^11 + x^10 + 6,2 * 5 * 367 * 683 * 2519639 * 4944234637 * 52252138213905169
3671,12,x^12 + x^11 + 76,2^5 * 3^4 * 5 * 7 * 13 * 17 * 29 * 37 * 61 * 293 * 367 * 75253 * 641551 * 13479913 * 65224681
3671,13,x^13 + x^12 + 27,2 * 5 * 367 * 4421 * 4447 * 2110072380899809 * 144426184139486683331
3671,14,x^14 + x^13 + 52,2^4 * 3^3 * 5 * 17 * 43 * 367 * 379 * 427981471 * 15084254179 * 56931964738292023339
3671,15,x^15 + x^14 + 6,2 * 5^2 * 367 * 1672271 * 13479913 * 21725971 * 32972870414800506967318133281
3671,16,x^16 + x^15 + 157,2^7 * 3^3 * 5 * 13 * 17 * 29 * 61 * 293 * 367 * 34033 * 90804535745041 * 484556971872731635319857
3671,17,x^17 + x^16 + 9,2 * 5 * 103 * 367 * 134947 * 30092857 * 93478978991 * 27828553438089668131847957229611
3671,18,x^18 + x^17 + 73,2^4 * 3^5 * 5 * 7 * 17 * 19 * 163 * 367 * 24391 * 641551 * 1015453 * 13479913 * 31906243 * 815802538379029794937
3671,19,x^19 + x^18 + 77,2 * 5 * 367 * 924731 * 28152979289 * 13731890068272560722507 * 41017307225695677047767753
3671,20,x^20 + x^19 + 37,2^5 * 3^3 * 5^2 * 11 * 13 * 17 * 29 * 61 * 293 * 367 * 4951 * 7121 * 33931 * 98251 * 1672271 * 21725971 * 4631632130330279161940561
3671,21,x^21 + x^20 + 18,2 * 5 * 43 * 367 * 13479913 * 273808039 * 56931964738292023339 * 21869965550553765944898117181489639
3671,22,x^22 + x^21 + 86,2^4 * 3^3 * 5 * 17 * 23 * 67 * 89 * 367 * 617 * 683 * 2399 * 2519639 * 19854253 * 4944234637 * 52252138213905169 * 110246280957046301
