p,r,n,poly,factorization
4903,1,2,x^2 + x + 3,2^4 * 3 * 19 * 43 * 613
4903,1,3,x^3 + x^2 + 2,2 * 3^2 * 19 * 31 * 43 * 229 * 1129
4903,1,4,x^4 + x^3 + 5,2^5 * 3 * 5 * 19 * 43 * 613 * 2403941
4903,1,5,x^5 + x^4 + 50,2 * 3 * 19 * 43 * 4001 * 144466651921
4903,1,6,x^6 + x^5 + 13,2^4 * 3^2 * 7 * 19 * 31 * 43 * 229 * 613 * 1129 * 1249 * 2749
4903,1,7,x^7 + x^6 + 4,2 * 3 * 19 * 43 * 4523 * 3072085921399648091
4903,1,8,x^8 + x^7 + 116,2^6 * 3 * 5 * 19 * 43 * 113 * 613 * 929 * 2137 * 1288009 * 2403941
4903,1,9,x^9 + x^8 + 2,2 * 3^3 * 19 * 31 * 43 * 229 * 577 * 1129 * 28297 * 283618069641451
4903,1,10,x^10 + x^9 + 26,2^4 * 3 * 11 * 19 * 43 * 613 * 4001 * 1025551 * 51216401 * 144466651921
4903,1,11,x^11 + x^10 + 18,2 * 3 * 19 * 23 * 43 * 89^2 * 14610918367079 * 3016630760188306889
4903,1,12,x^12 + x^11 + 136,2^5 * 3^2 * 5 * 7 * 13 * 19 * 31 * 43 * 229 * 613 * 1129 * 1249 * 2749 * 10069 * 2403941 * 4414869409
4903,1,13,x^13 + x^12 + 63,2 * 3 * 19 * 43 * 936379036651111 * 206148236036466368961366922951
4903,1,14,x^14 + x^13 + 20,2^4 * 3 * 19 * 43 * 613 * 2647 * 4523 * 5203997 * 1008304748333 * 3072085921399648091
4903,1,15,x^15 + x^14 + 18,2 * 3^2 * 19 * 31 * 43 * 229 * 331 * 1129 * 4001 * 18661 * 130621 * 144466651921 * 413838268876103251
4903,1,16,x^16 + x^15 + 43,2^7 * 3 * 5 * 17 * 19 * 43 * 113 * 613 * 929 * 2137 * 1212641 * 1288009 * 2403941 * 3448221761 * 2349031241393
4903,1,17,x^17 + x^16 + 63,2 * 3 * 19 * 43 * 5101 * 90067 * 8025361 * 30254729916272421284470835399463610947966263
4903,1,18,x^18 + x^17 + 91,2^4 * 3^3 * 7 * 19 * 31 * 43 * 229 * 577 * 613 * 991 * 1129 * 1249 * 2749 * 28297 * 283618069641451 * 14018376018239428933
4903,1,19,x^19 + x^18 + 9,2 * 3 * 19^2 * 43 * 2202359119532281 * 64085669654569486211609560033533065877310897513147
4903,1,20,x^20 + x^19 + 104,2^5 * 3 * 5^2 * 11 * 19 * 43 * 61 * 613 * 4001 * 1025551 * 2403941 * 51216401 * 144466651921 * 1094952522810846571163251121
4903,1,21,x^21 + x^20 + 183,2 * 3^2 * 19 * 31 * 43 * 229 * 673 * 1129 * 4523 * 4468843 * 145148557825489 * 3072085921399648091 * 442009136080188732259
4903,2,2,x^4 + x^3 + 5,2^5 * 3 * 5 * 19 * 43 * 613 * 2403941
4903,2,3,x^6 + x^5 + 13,2^4 * 3^2 * 7 * 19 * 31 * 43 * 229 * 613 * 1129 * 1249 * 2749
4903,2,4,x^8 + x^7 + 116,2^6 * 3 * 5 * 19 * 43 * 113 * 613 * 929 * 2137 * 1288009 * 2403941
4903,2,5,x^10 + x^9 + 26,2^4 * 3 * 11 * 19 * 43 * 613 * 4001 * 1025551 * 51216401 * 144466651921
4903,2,6,x^12 + x^11 + 136,2^5 * 3^2 * 5 * 7 * 13 * 19 * 31 * 43 * 229 * 613 * 1129 * 1249 * 2749 * 10069 * 2403941 * 4414869409
4903,2,7,x^14 + x^13 + 20,2^4 * 3 * 19 * 43 * 613 * 2647 * 4523 * 5203997 * 1008304748333 * 3072085921399648091
4903,2,8,x^16 + x^15 + 43,2^7 * 3 * 5 * 17 * 19 * 43 * 113 * 613 * 929 * 2137 * 1212641 * 1288009 * 2403941 * 3448221761 * 2349031241393
4903,2,9,x^18 + x^17 + 91,2^4 * 3^3 * 7 * 19 * 31 * 43 * 229 * 577 * 613 * 991 * 1129 * 1249 * 2749 * 28297 * 283618069641451 * 14018376018239428933
4903,2,10,x^20 + x^19 + 104,2^5 * 3 * 5^2 * 11 * 19 * 43 * 61 * 613 * 4001 * 1025551 * 2403941 * 51216401 * 144466651921 * 1094952522810846571163251121
4903,3,2,x^6 + x^5 + 13,2^4 * 3^2 * 7 * 19 * 31 * 43 * 229 * 613 * 1129 * 1249 * 2749
4903,3,3,x^9 + x^8 + 2,2 * 3^3 * 19 * 31 * 43 * 229 * 577 * 1129 * 28297 * 283618069641451
4903,3,4,x^12 + x^11 + 136,2^5 * 3^2 * 5 * 7 * 13 * 19 * 31 * 43 * 229 * 613 * 1129 * 1249 * 2749 * 10069 * 2403941 * 4414869409
4903,3,5,x^15 + x^14 + 18,2 * 3^2 * 19 * 31 * 43 * 229 * 331 * 1129 * 4001 * 18661 * 130621 * 144466651921 * 413838268876103251
4903,3,6,x^18 + x^17 + 91,2^4 * 3^3 * 7 * 19 * 31 * 43 * 229 * 577 * 613 * 991 * 1129 * 1249 * 2749 * 28297 * 283618069641451 * 14018376018239428933
4903,3,7,x^21 + x^20 + 183,2 * 3^2 * 19 * 31 * 43 * 229 * 673 * 1129 * 4523 * 4468843 * 145148557825489 * 3072085921399648091 * 442009136080188732259
4903,4,2,x^8 + x^7 + 116,2^6 * 3 * 5 * 19 * 43 * 113 * 613 * 929 * 2137 * 1288009 * 2403941
4903,4,3,x^12 + x^11 + 136,2^5 * 3^2 * 5 * 7 * 13 * 19 * 31 * 43 * 229 * 613 * 1129 * 1249 * 2749 * 10069 * 2403941 * 4414869409
4903,4,4,x^16 + x^15 + 43,2^7 * 3 * 5 * 17 * 19 * 43 * 113 * 613 * 929 * 2137 * 1212641 * 1288009 * 2403941 * 3448221761 * 2349031241393
4903,4,5,x^20 + x^19 + 104,2^5 * 3 * 5^2 * 11 * 19 * 43 * 61 * 613 * 4001 * 1025551 * 2403941 * 51216401 * 144466651921 * 1094952522810846571163251121
4903,5,2,x^10 + x^9 + 26,2^4 * 3 * 11 * 19 * 43 * 613 * 4001 * 1025551 * 51216401 * 144466651921
4903,5,3,x^15 + x^14 + 18,2 * 3^2 * 19 * 31 * 43 * 229 * 331 * 1129 * 4001 * 18661 * 130621 * 144466651921 * 413838268876103251
4903,5,4,x^20 + x^19 + 104,2^5 * 3 * 5^2 * 11 * 19 * 43 * 61 * 613 * 4001 * 1025551 * 2403941 * 51216401 * 144466651921 * 1094952522810846571163251121
4903,6,2,x^12 + x^11 + 136,2^5 * 3^2 * 5 * 7 * 13 * 19 * 31 * 43 * 229 * 613 * 1129 * 1249 * 2749 * 10069 * 2403941 * 4414869409
4903,6,3,x^18 + x^17 + 91,2^4 * 3^3 * 7 * 19 * 31 * 43 * 229 * 577 * 613 * 991 * 1129 * 1249 * 2749 * 28297 * 283618069641451 * 14018376018239428933
4903,7,2,x^14 + x^13 + 20,2^4 * 3 * 19 * 43 * 613 * 2647 * 4523 * 5203997 * 1008304748333 * 3072085921399648091
4903,7,3,x^21 + x^20 + 183,2 * 3^2 * 19 * 31 * 43 * 229 * 673 * 1129 * 4523 * 4468843 * 145148557825489 * 3072085921399648091 * 442009136080188732259
4903,8,2,x^16 + x^15 + 43,2^7 * 3 * 5 * 17 * 19 * 43 * 113 * 613 * 929 * 2137 * 1212641 * 1288009 * 2403941 * 3448221761 * 2349031241393
4903,9,2,x^18 + x^17 + 91,2^4 * 3^3 * 7 * 19 * 31 * 43 * 229 * 577 * 613 * 991 * 1129 * 1249 * 2749 * 28297 * 283618069641451 * 14018376018239428933
4903,10,2,x^20 + x^19 + 104,2^5 * 3 * 5^2 * 11 * 19 * 43 * 61 * 613 * 4001 * 1025551 * 2403941 * 51216401 * 144466651921 * 1094952522810846571163251121
