p,e,n,poly,factorization
1049,1,2,x^2 + x + 12,2^4 * 3 * 5^2 * 7 * 131
1049,1,3,x^3 + x^2 + 30,2^3 * 13 * 131 * 193 * 439
1049,1,4,x^4 + x^3 + 3,2^5 * 3 * 5^2 * 7 * 73 * 131 * 7537
1049,1,5,x^5 + x^4 + 6,2^3 * 11^2 * 131 * 10016841181
1049,1,6,x^6 + x^5 + 14,2^4 * 3^2 * 5^2 * 7 * 13 * 31 * 131 * 193 * 439 * 11821
1049,1,7,x^7 + x^6 + 17,2^3 * 131 * 1373 * 37871 * 25650144997
1049,1,8,x^8 + x^7 + 6,2^6 * 3 * 5^2 * 7 * 73 * 131 * 7537 * 605441180401
1049,1,9,x^9 + x^8 + 33,2^3 * 13 * 19 * 131 * 193 * 439 * 1873 * 1880497 * 19910809
1049,1,10,x^10 + x^9 + 221,2^4 * 3 * 5^3 * 7 * 11^2 * 131 * 151 * 28571 * 56081 * 10016841181
1049,1,11,x^11 + x^10 + 23,2^3 * 131 * 881 * 20483 * 223387755163 * 400627032499
1049,1,12,x^12 + x^11 + 31,2^5 * 3^2 * 5^2 * 7 * 13 * 31 * 73 * 109 * 131 * 157 * 193 * 439 * 613 * 7537 * 11821 * 115429
1049,1,13,x^13 + x^12 + 74,2^3 * 53 * 79 * 131 * 3433 * 123635531322018702887879023631
1049,1,14,x^14 + x^13 + 66,2^4 * 3 * 5^2 * 7^2 * 29 * 131 * 1373 * 11299 * 37871 * 25650144997 * 580367483081
1049,1,15,x^15 + x^14 + 23,2^3 * 11^2 * 13 * 61 * 131 * 193 * 439 * 84391 * 20206651 * 10016841181 * 14082163801
1049,1,16,x^16 + x^15 + 24,2^7 * 3 * 5^2 * 7 * 17 * 73 * 97 * 131 * 433 * 7537 * 488435393 * 2102123521 * 605441180401
1049,1,17,x^17 + x^16 + 3,2^3 * 131 * 601688074314352719829 * 3576437277731095774037734669
1049,1,18,x^18 + x^17 + 66,2^4 * 3^3 * 5^2 * 7 * 13 * 19 * 31 * 131 * 193 * 439 * 1873 * 11821 * 207523 * 1880497 * 19910809 * 2140254589537
1049,1,19,x^19 + x^18 + 24,2^3 * 131 * 1923828796204009 * 5090605337145721 * 241789336494960631812859
1049,1,20,x^20 + x^19 + 28,2^5 * 3 * 5^3 * 7 * 11^2 * 73 * 101 * 131 * 151 * 7537 * 13421 * 28571 * 56081 * 508961 * 10016841181 * 2125263363521
1049,1,21,x^21 + x^20 + 63,2^3 * 13 * 43 * 131 * 193 * 439 * 1373 * 37871 * 17692459 * 25650144997 * 2331497744844324144796525273
1049,1,22,x^22 + x^21 + 407,2^4 * 3 * 5^2 * 7 * 23 * 131 * 881 * 20483 * 223387755163 * 400627032499 * 70083088900919951088594700207
1049,1,23,x^23 + x^22 + 28,2^3 * 131 * 277 * 14537 * 319619639 * 2227855042579325381880974404266463384179994471118941
1049,1,24,x^24 + x^23 + 274,2^6 * 3^2 * 5^2 * 7 * 13 * 31 * 73 * 109 * 131 * 157 * 193 * 439 * 613 * 7537 * 11821 * 115429 * 140887273 * 605441180401 * 10407157867962937
1049,1,25,x^25 + x^24 + 30,2^3 * 11^2 * 131 * 189701 * 1300940101 * 10016841181 * 820356673529651 * 1001595812616551 * 12837711958951001
1049,1,26,x^26 + x^25 + 203,2^4 * 3 * 5^2 * 7 * 53 * 79 * 131 * 3433 * 123635531322018702887879023631 * 1773748525522207947250336024157108113
1049,2,2,x^4 + x^3 + 3,2^5 * 3 * 5^2 * 7 * 73 * 131 * 7537
1049,2,3,x^6 + x^5 + 14,2^4 * 3^2 * 5^2 * 7 * 13 * 31 * 131 * 193 * 439 * 11821
1049,2,4,x^8 + x^7 + 6,2^6 * 3 * 5^2 * 7 * 73 * 131 * 7537 * 605441180401
1049,2,5,x^10 + x^9 + 221,2^4 * 3 * 5^3 * 7 * 11^2 * 131 * 151 * 28571 * 56081 * 10016841181
1049,2,6,x^12 + x^11 + 31,2^5 * 3^2 * 5^2 * 7 * 13 * 31 * 73 * 109 * 131 * 157 * 193 * 439 * 613 * 7537 * 11821 * 115429
1049,2,7,x^14 + x^13 + 66,2^4 * 3 * 5^2 * 7^2 * 29 * 131 * 1373 * 11299 * 37871 * 25650144997 * 580367483081
1049,2,8,x^16 + x^15 + 24,2^7 * 3 * 5^2 * 7 * 17 * 73 * 97 * 131 * 433 * 7537 * 488435393 * 2102123521 * 605441180401
1049,2,9,x^18 + x^17 + 66,2^4 * 3^3 * 5^2 * 7 * 13 * 19 * 31 * 131 * 193 * 439 * 1873 * 11821 * 207523 * 1880497 * 19910809 * 2140254589537
1049,2,10,x^20 + x^19 + 28,2^5 * 3 * 5^3 * 7 * 11^2 * 73 * 101 * 131 * 151 * 7537 * 13421 * 28571 * 56081 * 508961 * 10016841181 * 2125263363521
1049,2,11,x^22 + x^21 + 407,2^4 * 3 * 5^2 * 7 * 23 * 131 * 881 * 20483 * 223387755163 * 400627032499 * 70083088900919951088594700207
1049,2,12,x^24 + x^23 + 274,2^6 * 3^2 * 5^2 * 7 * 13 * 31 * 73 * 109 * 131 * 157 * 193 * 439 * 613 * 7537 * 11821 * 115429 * 140887273 * 605441180401 * 10407157867962937
1049,2,13,x^26 + x^25 + 203,2^4 * 3 * 5^2 * 7 * 53 * 79 * 131 * 3433 * 123635531322018702887879023631 * 1773748525522207947250336024157108113
1049,3,2,x^6 + x^5 + 14,2^4 * 3^2 * 5^2 * 7 * 13 * 31 * 131 * 193 * 439 * 11821
1049,3,3,x^9 + x^8 + 33,2^3 * 13 * 19 * 131 * 193 * 439 * 1873 * 1880497 * 19910809
1049,3,4,x^12 + x^11 + 31,2^5 * 3^2 * 5^2 * 7 * 13 * 31 * 73 * 109 * 131 * 157 * 193 * 439 * 613 * 7537 * 11821 * 115429
1049,3,5,x^15 + x^14 + 23,2^3 * 11^2 * 13 * 61 * 131 * 193 * 439 * 84391 * 20206651 * 10016841181 * 14082163801
1049,3,6,x^18 + x^17 + 66,2^4 * 3^3 * 5^2 * 7 * 13 * 19 * 31 * 131 * 193 * 439 * 1873 * 11821 * 207523 * 1880497 * 19910809 * 2140254589537
1049,3,7,x^21 + x^20 + 63,2^3 * 13 * 43 * 131 * 193 * 439 * 1373 * 37871 * 17692459 * 25650144997 * 2331497744844324144796525273
1049,3,8,x^24 + x^23 + 274,2^6 * 3^2 * 5^2 * 7 * 13 * 31 * 73 * 109 * 131 * 157 * 193 * 439 * 613 * 7537 * 11821 * 115429 * 140887273 * 605441180401 * 10407157867962937
1049,4,2,x^8 + x^7 + 6,2^6 * 3 * 5^2 * 7 * 73 * 131 * 7537 * 605441180401
1049,4,3,x^12 + x^11 + 31,2^5 * 3^2 * 5^2 * 7 * 13 * 31 * 73 * 109 * 131 * 157 * 193 * 439 * 613 * 7537 * 11821 * 115429
1049,4,4,x^16 + x^15 + 24,2^7 * 3 * 5^2 * 7 * 17 * 73 * 97 * 131 * 433 * 7537 * 488435393 * 2102123521 * 605441180401
1049,4,5,x^20 + x^19 + 28,2^5 * 3 * 5^3 * 7 * 11^2 * 73 * 101 * 131 * 151 * 7537 * 13421 * 28571 * 56081 * 508961 * 10016841181 * 2125263363521
1049,4,6,x^24 + x^23 + 274,2^6 * 3^2 * 5^2 * 7 * 13 * 31 * 73 * 109 * 131 * 157 * 193 * 439 * 613 * 7537 * 11821 * 115429 * 140887273 * 605441180401 * 10407157867962937
1049,5,2,x^10 + x^9 + 221,2^4 * 3 * 5^3 * 7 * 11^2 * 131 * 151 * 28571 * 56081 * 10016841181
1049,5,3,x^15 + x^14 + 23,2^3 * 11^2 * 13 * 61 * 131 * 193 * 439 * 84391 * 20206651 * 10016841181 * 14082163801
1049,5,4,x^20 + x^19 + 28,2^5 * 3 * 5^3 * 7 * 11^2 * 73 * 101 * 131 * 151 * 7537 * 13421 * 28571 * 56081 * 508961 * 10016841181 * 2125263363521
