p,e,n,poly,factorization
6007,1,2,x^2 + x + 5,2^4 * 3 * 7 * 11 * 13 * 751
6007,1,3,x^3 + x^2 + 35,2 * 3^2 * 7 * 11 * 13 * 151 * 79669
6007,1,4,x^4 + x^3 + 3,2^5 * 3 * 5^2 * 7 * 11 * 13 * 593 * 751 * 1217
6007,1,5,x^5 + x^4 + 35,2 * 3 * 7 * 11 * 13 * 1302275385206801
6007,1,6,x^6 + x^5 + 14,2^4 * 3^2 * 7 * 11 * 13 * 151 * 751 * 79669 * 36078043
6007,1,7,x^7 + x^6 + 33,2 * 3 * 7^2 * 11 * 13 * 1709 * 3928058915932130939
6007,1,8,x^8 + x^7 + 39,2^6 * 3 * 5^2 * 7 * 11 * 13 * 113 * 593 * 751 * 1217 * 2129 * 2706116113
6007,1,9,x^9 + x^8 + 21,2 * 3^3 * 7 * 11 * 13 * 151 * 79669 * 3852253 * 4065460397960527
6007,1,10,x^10 + x^9 + 59,2^4 * 3 * 7 * 11 * 13 * 751 * 1305701 * 997044401 * 1302275385206801
6007,1,11,x^11 + x^10 + 29,2 * 3 * 7 * 11^2 * 13 * 23 * 241839982298828911525211741925023069
6007,1,12,x^12 + x^11 + 28,2^5 * 3^2 * 5^2 * 7 * 11 * 13 * 61 * 151 * 593 * 751 * 1217 * 79669 * 36078043 * 21345222231973
6007,1,13,x^13 + x^12 + 18,2 * 3 * 7 * 11 * 13^2 * 131 * 2887 * 264120299 * 8408873617 * 202191479504041307827
6007,1,14,x^14 + x^13 + 6,2^4 * 3 * 7^2 * 11 * 13 * 29 * 751 * 1709 * 2857 * 566976764618486531 * 3928058915932130939
6007,1,15,x^15 + x^14 + 51,2 * 3^2 * 7 * 11 * 13 * 151 * 79669 * 1302275385206801 * 1695074347458169655952410436001
6007,1,16,x^16 + x^15 + 44,2^7 * 3 * 5^2 * 7 * 11 * 13 * 17 * 113 * 337 * 593 * 751 * 1217 * 2129 * 1120740097 * 2706116113 * 132022310072896577
6007,1,17,x^17 + x^16 + 9,2 * 3 * 7 * 11 * 13 * 443 * 12343 * 525738715865392260154494208469590212032063069982117349
