p,e,n,poly,factorization
4663,1,2,x^2 + x + 3,2^4 * 3^2 * 7 * 11 * 37 * 53
4663,1,3,x^3 + x^2 + 11,2 * 3^3 * 7 * 13 * 37 * 73 * 7639
4663,1,4,x^4 + x^3 + 6,2^5 * 3^2 * 5 * 7 * 11 * 37 * 53 * 149 * 14593
4663,1,5,x^5 + x^4 + 15,2 * 3^2 * 7 * 37 * 656471 * 720342871
4663,1,6,x^6 + x^5 + 48,2^4 * 3^3 * 7 * 11 * 13 * 19 * 37 * 53 * 73 * 7639 * 1144153
4663,1,7,x^7 + x^6 + 36,2 * 3^2 * 7^2 * 29 * 37 * 71 * 113 * 6313247404821197
4663,1,8,x^8 + x^7 + 90,2^6 * 3^2 * 5 * 7 * 11 * 37 * 53 * 149 * 929 * 14593 * 254457907889
4663,1,9,x^9 + x^8 + 18,2 * 3^4 * 7 * 13 * 37 * 73 * 379 * 7639 * 9041323903796678761
4663,1,10,x^10 + x^9 + 109,2^4 * 3^2 * 7 * 11 * 37 * 53 * 61 * 101 * 131 * 656471 * 585660631 * 720342871
4663,1,11,x^11 + x^10 + 37,2 * 3^2 * 7 * 37 * 67 * 617 * 117594587786061437566790228333227
4663,1,12,x^12 + x^11 + 7,2^5 * 3^3 * 5 * 7 * 11 * 13 * 19 * 37 * 53 * 73 * 149 * 4621 * 7639 * 14593 * 1144153 * 102311787733
4663,1,13,x^13 + x^12 + 38,2 * 3^2 * 7 * 37 * 1873 * 56433937694094256357077019072845911162977
4663,1,14,x^14 + x^13 + 142,2^4 * 3^2 * 7^2 * 11 * 29 * 37 * 53 * 71 * 113 * 10180913 * 23903447 * 42233017 * 6313247404821197
4663,1,15,x^15 + x^14 + 23,2 * 3^3 * 7 * 13 * 37 * 73 * 211 * 7639 * 12301 * 656471 * 720342871 * 86100823172483160983911
4663,1,16,x^16 + x^15 + 56,2^7 * 3^2 * 5 * 7 * 11 * 17 * 37 * 53 * 149 * 929 * 14593 * 30497 * 109537 * 216795409 * 9077711233 * 254457907889
4663,1,17,x^17 + x^16 + 44,2 * 3^2 * 7 * 37 * 7583 * 808351 * 262392422086487125753 * 31070444701305899789270668489
4663,1,18,x^18 + x^17 + 28,2^4 * 3^4 * 7 * 11 * 13 * 19 * 37 * 53 * 73 * 181 * 379 * 7639 * 1144153 * 9041323903796678761 * 56795498775768194623
4663,1,19,x^19 + x^18 + 31,2 * 3^2 * 7 * 37 * 96749 * 2200049 * 199573949 * 407024623236257963 * 62844496654440626956409039779
4663,1,20,x^20 + x^19 + 89,2^5 * 3^2 * 5^2 * 7 * 11 * 37 * 53 * 61 * 101 * 131 * 149 * 14593 * 656471 * 10312681 * 585660631 * 720342871 * 4334926270722419124581
4663,1,21,x^21 + x^20 + 19,2 * 3^3 * 7^2 * 13 * 29 * 37 * 71 * 73 * 113 * 463 * 7639 * 7642793762899 * 6313247404821197 * 29857862083356770045258537317
4663,2,2,x^4 + x^3 + 6,2^5 * 3^2 * 5 * 7 * 11 * 37 * 53 * 149 * 14593
4663,2,3,x^6 + x^5 + 48,2^4 * 3^3 * 7 * 11 * 13 * 19 * 37 * 53 * 73 * 7639 * 1144153
4663,2,4,x^8 + x^7 + 90,2^6 * 3^2 * 5 * 7 * 11 * 37 * 53 * 149 * 929 * 14593 * 254457907889
4663,2,5,x^10 + x^9 + 109,2^4 * 3^2 * 7 * 11 * 37 * 53 * 61 * 101 * 131 * 656471 * 585660631 * 720342871
4663,2,6,x^12 + x^11 + 7,2^5 * 3^3 * 5 * 7 * 11 * 13 * 19 * 37 * 53 * 73 * 149 * 4621 * 7639 * 14593 * 1144153 * 102311787733
4663,2,7,x^14 + x^13 + 142,2^4 * 3^2 * 7^2 * 11 * 29 * 37 * 53 * 71 * 113 * 10180913 * 23903447 * 42233017 * 6313247404821197
4663,2,8,x^16 + x^15 + 56,2^7 * 3^2 * 5 * 7 * 11 * 17 * 37 * 53 * 149 * 929 * 14593 * 30497 * 109537 * 216795409 * 9077711233 * 254457907889
4663,2,9,x^18 + x^17 + 28,2^4 * 3^4 * 7 * 11 * 13 * 19 * 37 * 53 * 73 * 181 * 379 * 7639 * 1144153 * 9041323903796678761 * 56795498775768194623
4663,2,10,x^20 + x^19 + 89,2^5 * 3^2 * 5^2 * 7 * 11 * 37 * 53 * 61 * 101 * 131 * 149 * 14593 * 656471 * 10312681 * 585660631 * 720342871 * 4334926270722419124581
4663,3,2,x^6 + x^5 + 48,2^4 * 3^3 * 7 * 11 * 13 * 19 * 37 * 53 * 73 * 7639 * 1144153
4663,3,3,x^9 + x^8 + 18,2 * 3^4 * 7 * 13 * 37 * 73 * 379 * 7639 * 9041323903796678761
4663,3,4,x^12 + x^11 + 7,2^5 * 3^3 * 5 * 7 * 11 * 13 * 19 * 37 * 53 * 73 * 149 * 4621 * 7639 * 14593 * 1144153 * 102311787733
4663,3,5,x^15 + x^14 + 23,2 * 3^3 * 7 * 13 * 37 * 73 * 211 * 7639 * 12301 * 656471 * 720342871 * 86100823172483160983911
