p,n,poly,factorization
1559,2,x^2 + x + 19,2^4 * 3 * 5 * 13 * 19 * 41
1559,3,x^3 + x^2 + 3,2 * 19 * 41 * 2432041
1559,4,x^4 + x^3 + 43,2^5 * 3 * 5 * 13 * 19 * 41 * 109 * 11149
1559,5,x^5 + x^4 + 2,2 * 19 * 41 * 61 * 96902122021
1559,6,x^6 + x^5 + 19,2^4 * 3^2 * 5 * 7 * 13 * 19 * 41 * 115663 * 2432041
1559,7,x^7 + x^6 + 2,2 * 19 * 41 * 43 * 10989343 * 30402911029
1559,8,x^8 + x^7 + 19,2^6 * 3 * 5 * 13 * 19 * 41 * 109 * 401 * 8849 * 11149 * 832369
1559,9,x^9 + x^8 + 2,2 * 19 * 41 * 5851 * 1409041 * 2432041 * 1741497931
1559,10,x^10 + x^9 + 19,2^4 * 3 * 5^2 * 11 * 13 * 19 * 41 * 61 * 1601 * 67042771 * 96902122021
1559,11,x^11 + x^10 + 14,2 * 19 * 23^2 * 41 * 1277 * 30911 * 4064247893558128819027
1559,12,x^12 + x^11 + 129,2^5 * 3^2 * 5 * 7 * 13 * 19 * 41 * 109 * 7309 * 11149 * 115663 * 2432041 * 808213909
1559,13,x^13 + x^12 + 29,2 * 19 * 41 * 599 * 463451 * 62095619 * 11965764121584768776711
1559,14,x^14 + x^13 + 94,2^4 * 3 * 5 * 13 * 19 * 29 * 41 * 43 * 10989343 * 30402911029 * 494766413000398043
1559,15,x^15 + x^14 + 6,2 * 19 * 31 * 41 * 61 * 2432041 * 96902122021 * 1124937944574532130800831
1559,16,x^16 + x^15 + 153,2^7 * 3 * 5 * 13 * 17 * 19 * 41 * 109 * 401 * 1201 * 8849 * 11149 * 832369 * 7757473 * 110160709501121
1559,17,x^17 + x^16 + 5,2 * 19 * 41 * 103 * 307 * 38533717105374856902449525519349902044983612301
1559,18,x^18 + x^17 + 133,2^4 * 3^3 * 5 * 7 * 13 * 19 * 41 * 1171 * 5851 * 26227 * 38197 * 115663 * 1409041 * 2432041 * 4079629 * 1741497931
1559,19,x^19 + x^18 + 3,2 * 19^2 * 41 * 40357 * 122209 * 3441121722530388443731 * 9184024506454590871340173
1559,20,x^20 + x^19 + 93,2^5 * 3 * 5^2 * 11 * 13 * 19 * 41 * 61 * 101 * 109 * 1601 * 2381 * 11149 * 67042771 * 96902122021 * 145106869763963071681
1559,21,x^21 + x^20 + 22,2 * 19 * 41 * 43 * 3907 * 385351 * 1035007 * 2432041 * 10989343 * 30402911029 * 132200023371975063983059
1559,22,x^22 + x^21 + 376,2^4 * 3 * 5 * 13 * 19 * 23^2 * 41 * 1277 * 30911 * 39623 * 151536947 * 14116166784318593831 * 4064247893558128819027
1559,23,x^23 + x^22 + 27,2 * 19 * 41 * 47 * 205253 * 20009173 * 51376527454337 * 1764054256498871504775475411170410739418751
1559,24,x^24 + x^23 + 259,2^6 * 3^2 * 5 * 7 * 13 * 19 * 41 * 109 * 241 * 401 * 7309 * 8849 * 11149 * 18313 * 115663 * 832369 * 2432041 * 808213909 * 7906647615388122217
1559,25,x^25 + x^24 + 8,2 * 19 * 41 * 61 * 96902122021 * 718854208403801 * 10006483514002586659287428341566233970730827412601
