p,r,n,poly,factorization
1151,1,2,x^2 + x + 51,2^8 * 3^2 * 5^2 * 23
1151,1,3,x^3 + x^2 + 3,2 * 5^2 * 19^2 * 23 * 3673
1151,1,4,x^4 + x^3 + 38,2^9 * 3^2 * 5^2 * 23 * 662401
1151,1,5,x^5 + x^4 + 3,2 * 5^3 * 23 * 31 * 991 * 11435981
1151,1,6,x^6 + x^5 + 41,2^8 * 3^3 * 5^2 * 7 * 19^2 * 23 * 3673 * 63031
1151,1,7,x^7 + x^6 + 4,2 * 5^2 * 23 * 29 * 127 * 365513 * 1728720883
1151,1,8,x^8 + x^7 + 85,2^10 * 3^2 * 5^2 * 23 * 41 * 433 * 662401 * 49431017
1151,1,9,x^9 + x^8 + 3,2 * 5^2 * 19^2 * 23 * 181 * 3673 * 12846161192298013
1151,1,10,x^10 + x^9 + 17,2^8 * 3^2 * 5^3 * 11 * 23 * 31 * 991 * 5171 * 11435981 * 30828821
1151,1,11,x^11 + x^10 + 5,2 * 5^2 * 23 * 463 * 1946498599 * 4532059814535037753
1151,1,12,x^12 + x^11 + 34,2^9 * 3^3 * 5^2 * 7 * 13 * 19^2 * 23 * 3673 * 63031 * 93001 * 662401 * 1451677
1151,1,13,x^13 + x^12 + 83,2 * 5^2 * 23 * 49868512019 * 108506300596407572742540827
1151,1,14,x^14 + x^13 + 101,2^8 * 3^2 * 5^2 * 23 * 29 * 127 * 239 * 6217 * 198409 * 365513 * 7880153 * 1728720883
1151,1,15,x^15 + x^14 + 27,2 * 5^3 * 19^2 * 23 * 31 * 991 * 3673 * 11435981 * 12102661 * 18698461 * 13599983281
1151,1,16,x^16 + x^15 + 82,2^11 * 3^2 * 5^2 * 17 * 23 * 41 * 433 * 1249 * 662401 * 49431017 * 72537274526509870097
1151,1,17,x^17 + x^16 + 2,2 * 5^2 * 23 * 9496917413874427053205935003778631082586256956417
1151,1,18,x^18 + x^17 + 68,2^8 * 3^4 * 5^2 * 7 * 19^2 * 23 * 37 * 181 * 199 * 3673 * 63031 * 1976563 * 53255593 * 12846161192298013
1151,1,19,x^19 + x^18 + 8,2 * 5^2 * 23 * 191 * 182372065832543953 * 361194911808120992606971154985826703
1151,1,20,x^20 + x^19 + 291,2^9 * 3^2 * 5^3 * 11 * 23 * 31 * 61 * 701 * 991 * 4481 * 5171 * 7561 * 25841 * 662401 * 11435981 * 30828821 * 82279361
1151,1,21,x^21 + x^20 + 21,2 * 5^2 * 19^2 * 23 * 29 * 127 * 421 * 3673 * 365513 * 1728720883 * 3489287128048177 * 3677118250922693053
1151,1,22,x^22 + x^21 + 23,2^8 * 3^2 * 5^2 * 23 * 463 * 29173 * 2470051 * 1946498599 * 4532059814535037753 * 56583403717070635637
1151,1,23,x^23 + x^22 + 84,2 * 5^2 * 23^2 * 461 * 5158292663 * 85117394792845853 * 4743310342113871963416353532697090969
