p,	r,	result
2,	1,	Regular
2,	1,	Regular
2,	1,	Regular
2,	1,	Regular
2,	1,	Regular
2,	2,	Regular
2,	2,	Regular
2,	2,	Regular
2,	2,	Regular
2,	2,	Regular
2,	3,	Regular
2,	3,	Regular
2,	3,	Regular
2,	3,	Regular
2,	3,	Regular
2,	4,	Regular
2,	4,	Regular
2,	4,	Regular
2,	4,	Regular
2,	4,	Regular
2,	5,	Regular
2,	5,	Regular
2,	5,	Regular
2,	5,	Regular
2,	5,	Regular
2,	6,	Regular
2,	6,	Regular
2,	6,	Regular
2,	6,	Regular
2,	6,	Regular
2,	7,	Regular
2,	7,	Regular
2,	7,	Regular
2,	7,	Regular
2,	7,	Regular
2,	8,	Regular
2,	8,	Regular
2,	8,	Regular
2,	8,	Regular
2,	8,	Regular
2,	9,	Regular
2,	9,	Regular
2,	9,	Regular
2,	9,	Regular
2,	9,	Regular
2,	10,	Regular
2,	10,	Regular
2,	10,	Regular
2,	10,	Regular
2,	10,	Regular
2,	11,	Regular
2,	11,	Regular
2,	11,	Regular
2,	11,	Regular
2,	11,	Regular
2,	12,	Regular
2,	12,	Regular
2,	12,	Regular
2,	12,	Regular
2,	12,	Regular
2,	13,	Regular
2,	13,	Regular
2,	13,	Regular
2,	14,	Regular
2,	14,	Regular
2,	14,	Regular
2,	15,	Regular
2,	15,	Regular
2,	15,	Regular
2,	16,	Regular
2,	16,	Regular
2,	16,	Regular
3,	1,	x^56 + x^55 + 2*x^7 + x + 2	2^5 * 5 * 29 * 41 * 547 * 1093 * 16493 * 430697 * 647753
3,	2,	Regular
3,	2,	Regular
3,	2,	Regular
3,	2,	Regular
3,	2,	Regular
3,	3,	x^168 + x^167 + 2*x^127 + 2*x + 2	2^5 * 5 * 7^2 * 13 * 29 * 41 * 43 * 73 * 337 * 547 * 673 * 1009 * 1093 * 2269 * 2857 * 6481 * 16493 * 167329 * 368089 * 430697 * 647753 * 109688713 * 2108826721
3,	4,	Regular
3,	4,	Regular
3,	4,	Regular
3,	4,	Regular
3,	4,	Regular
3,	5,	True	2^5 * 5^2 * 11^2 * 29 * 41 * 61 * 71 * 281 * 547 * 1093 * 1181 * 16493 * 18481 * 430697 * 647753 * 28596961 * 32839661 * 42521761 * 94373861 * 2664097031 * 374857981681 * 369879560116990841 * 3353336738929580410561
3,	5,	True	2^5 * 5^2 * 11^2 * 29 * 41 * 61 * 71 * 281 * 547 * 1093 * 1181 * 16493 * 18481 * 430697 * 647753 * 28596961 * 32839661 * 42521761 * 94373861 * 2664097031 * 374857981681 * 369879560116990841 * 3353336738929580410561
3,	5,	True	2^5 * 5^2 * 11^2 * 29 * 41 * 61 * 71 * 281 * 547 * 1093 * 1181 * 16493 * 18481 * 430697 * 647753 * 28596961 * 32839661 * 42521761 * 94373861 * 2664097031 * 374857981681 * 369879560116990841 * 3353336738929580410561
3,	6,	Regular
3,	6,	Regular
3,	6,	Regular
3,	6,	Regular
3,	6,	Regular
3,	7,	True
3,	7,	True
3,	7,	True	
3,	7,	True	
3,	7,	True	
3,	8,	Regular
3,	8,	Regular
3,	8,	Regular
3,	9,	True
3,	9,	True
3,	9,	True	
3,	10,	Regular
3,	10,	Regular
3,	10,	Regular
5,	1,	x^56 + x^55 + 4*x + 2	2^5 * 3 * 13 * 29 * 313 * 449 * 19531 * 234750601 * 59509429687890001
5,	2,	Regular
5,	2,	Regular
5,	2,	Regular
5,	2,	Regular
5,	2,	Regular
5,	3,	x^168 + x^167 + x^36 + 3	2^5 * 3^2 * 7^2 * 13 * 29 * 31 * 43 * 127 * 313 * 379 * 449 * 601 * 2521 * 6553 * 7603 * 19531 * 90217 * 390001 * 519499 * 234750601 * 24587411156281 * 59509429687890001 * 6019022585035590658668001
5,	4,	Regular
5,	4,	Regular
5,	4,	Regular
5,	4,	Regular
5,	4,	Regular
5,	5,	True
5,	5,	True
5,	5,	True	
5,	5,	True	
5,	5,	True	
5,	6,	Regular
5,	6,	Regular
5,	6,	Regular
5,	7,	True
5,	7,	True
5,	7,	True	
7,	1,	Regular
7,	1,	Regular
7,	1,	Regular
7,	1,	Regular
7,	1,	Regular
7,	2,	Regular
7,	2,	Regular
7,	2,	Regular
7,	2,	Regular
7,	2,	Regular
7,	3,	Regular
7,	3,	Regular
7,	3,	Regular
7,	3,	Regular
7,	3,	Regular
7,	4,	Regular
7,	4,	Regular
7,	4,	Regular
