p,	r,	result
21997,	1,	Regular
22003,	1,	Regular
22013,	1,	Regular
22027,	1,	Regular
22031,	1,	Regular
22037,	1,	Regular
22039,	1,	Regular
22051,	1,	Regular
22063,	1,	Regular
22067,	1,	Regular
22073,	1,	Regular
22079,	1,	Regular
22091,	1,	Regular
22093,	1,	Regular
22109,	1,	Regular
22111,	1,	Regular
22123,	1,	Regular
22129,	1,	Regular
22133,	1,	Regular
22147,	1,	Regular
22153,	1,	Regular
22157,	1,	Regular
22159,	1,	Regular
22171,	1,	Regular
22189,	1,	Regular
22193,	1,	Regular
22229,	1,	Regular
22247,	1,	Regular
22259,	1,	Regular
22271,	1,	Regular
22273,	1,	Regular
22277,	1,	Regular
22279,	1,	Regular
22283,	1,	Regular
22291,	1,	Regular
22303,	1,	Regular
22307,	1,	Regular
22343,	1,	Regular
22349,	1,	Regular
22367,	1,	Regular
22369,	1,	Regular
22381,	1,	Regular
22391,	1,	Regular
22397,	1,	Regular
22409,	1,	Regular
22433,	1,	Regular
22441,	1,	Regular
22447,	1,	Regular
22453,	1,	Regular
22469,	1,	Regular
22481,	1,	Regular
22483,	1,	Regular
22501,	1,	Regular
22511,	1,	Regular
22531,	1,	Regular
22541,	1,	Regular
22543,	1,	Regular
22549,	1,	Regular
22567,	1,	Regular
22571,	1,	Regular
22573,	1,	Regular
22613,	1,	Regular
22619,	1,	Regular
22621,	1,	Regular
22637,	1,	Regular
22639,	1,	Regular
22643,	1,	Regular
22651,	1,	Regular
22669,	1,	Regular
22679,	1,	Regular
22691,	1,	Regular
22697,	1,	Regular
22699,	1,	Regular
22709,	1,	Regular
22717,	1,	Regular
22721,	1,	Regular
22727,	1,	Regular
22739,	1,	Regular
22741,	1,	Regular
22751,	1,	Regular
22769,	1,	Regular
22777,	1,	Regular
22783,	1,	Regular
22787,	1,	Regular
22807,	1,	Regular
22811,	1,	Regular
22817,	1,	Regular
22853,	1,	Regular
22859,	1,	Regular
22861,	1,	Regular
22871,	1,	Regular
22877,	1,	Regular
22901,	1,	Regular
22907,	1,	Regular
22921,	1,	Regular
22937,	1,	Regular
22943,	1,	Regular
22961,	1,	Regular
22963,	1,	Regular
22973,	1,	Regular
22993,	1,	Regular
23003,	1,	Regular
23011,	1,	Regular
23017,	1,	Regular
23021,	1,	Regular
23027,	1,	Regular
23029,	1,	Regular
23039,	1,	Regular
23041,	1,	Regular
23053,	1,	Regular
23057,	1,	Regular
23059,	1,	Regular
23063,	1,	Regular
23071,	1,	Regular
23081,	1,	Regular
23087,	1,	Regular
23099,	1,	Regular
23117,	1,	Regular
23131,	1,	Regular
23143,	1,	Regular
23159,	1,	Regular
23167,	1,	Regular
23173,	1,	Regular
23189,	1,	Regular
23197,	1,	Regular
23201,	1,	Regular
23203,	1,	Regular
23209,	1,	Regular
23227,	1,	Regular
23251,	1,	Regular
23269,	1,	Regular
23279,	1,	Regular
23291,	1,	Regular
23293,	1,	Regular
23297,	1,	Regular
23311,	1,	Regular
23321,	1,	Regular
23327,	1,	Regular
23333,	1,	Regular
23339,	1,	Regular
23357,	1,	Regular
23369,	1,	Regular
23371,	1,	Regular
23399,	1,	Regular
23417,	1,	Regular
23431,	1,	Regular
23447,	1,	Regular
23459,	1,	Regular
23473,	1,	Regular
23497,	1,	Regular
23509,	1,	Regular
23531,	1,	Regular
23537,	1,	Regular
23539,	1,	Regular
23549,	1,	Regular
23557,	1,	Regular
23561,	1,	Regular
23563,	1,	Regular
23567,	1,	Regular
23581,	1,	Regular
23593,	1,	Regular
23599,	1,	Regular
23603,	1,	Regular
23609,	1,	Regular
23623,	1,	Regular
23627,	1,	Regular
23629,	1,	Regular
23633,	1,	Regular
23663,	1,	Regular
23669,	1,	Regular
23671,	1,	Regular
23677,	1,	Regular
23687,	1,	Regular
23689,	1,	Regular
23719,	1,	Regular
23741,	1,	Regular
23743,	1,	Regular
23747,	1,	Regular
23753,	1,	Regular
23761,	1,	Regular
23767,	1,	Regular
23773,	1,	Regular
23789,	1,	Regular
23801,	1,	Regular
23813,	1,	Regular
23819,	1,	Regular
23827,	1,	Regular
23831,	1,	Regular
23833,	1,	Regular
23857,	1,	Regular
23869,	1,	Regular
23873,	1,	Regular
23879,	1,	Regular
23887,	1,	Regular
23893,	1,	Regular
23899,	1,	Regular
23909,	1,	Regular
23911,	1,	Regular
23917,	1,	Regular
23929,	1,	Regular
23957,	1,	Regular
23971,	1,	Regular
23977,	1,	Regular
23981,	1,	Regular
23993,	1,	Regular
24001,	1,	Regular
24007,	1,	Regular
24019,	1,	Regular
24023,	1,	Regular
24029,	1,	Regular
24043,	1,	Regular
24049,	1,	Regular
24061,	1,	Regular
24071,	1,	Regular
24077,	1,	Regular
24083,	1,	Regular
24091,	1,	Regular
24097,	1,	Regular
24103,	1,	Regular
24107,	1,	Regular
24109,	1,	Regular
24113,	1,	Regular
24121,	1,	Regular
24133,	1,	Regular
24137,	1,	Regular
24151,	1,	Regular
24169,	1,	Regular
24179,	1,	Regular
24181,	1,	Regular
24197,	1,	Regular
24203,	1,	Regular
24223,	1,	Regular
24229,	1,	Regular
24239,	1,	Regular
24247,	1,	Regular
24251,	1,	Regular
24281,	1,	Regular
24317,	1,	Regular
24329,	1,	Regular
24337,	1,	Regular
24359,	1,	Regular
24371,	1,	Regular
24373,	1,	Regular
24379,	1,	Regular
24391,	1,	Regular
24407,	1,	Regular
24413,	1,	Regular
24419,	1,	Regular
24421,	1,	Regular
24439,	1,	Regular
24443,	1,	Regular
24469,	1,	Regular
24473,	1,	Regular
24481,	1,	Regular
24499,	1,	Regular
24509,	1,	Regular
24517,	1,	Regular
24527,	1,	Regular
24533,	1,	Regular
24547,	1,	Regular
24551,	1,	Regular
24571,	1,	Regular
24593,	1,	Regular
24611,	1,	Regular
24623,	1,	Regular
24631,	1,	Regular
24659,	1,	Regular
24671,	1,	Regular
24677,	1,	Regular
24683,	1,	Regular
24691,	1,	Regular
24697,	1,	Regular
24709,	1,	Regular
24733,	1,	Regular
24749,	1,	Regular
24763,	1,	Regular
24767,	1,	Regular
24781,	1,	Regular
24793,	1,	Regular
24799,	1,	Regular
24809,	1,	Regular
24821,	1,	Regular
24841,	1,	Regular
24847,	1,	Regular
24851,	1,	Regular
24859,	1,	Regular
24877,	1,	Regular
24889,	1,	Regular
24907,	1,	Regular
24917,	1,	Regular
24919,	1,	Regular
24923,	1,	Regular
24943,	1,	Regular
24953,	1,	Regular
24967,	1,	Regular
24971,	1,	Regular
24977,	1,	Regular
24979,	1,	Regular
24989,	1,	Regular
25013,	1,	Regular
25031,	1,	Regular
25033,	1,	Regular
25037,	1,	Regular
25057,	1,	Regular
25073,	1,	Regular
25087,	1,	Regular
25097,	1,	Regular
25111,	1,	Regular
25117,	1,	Regular
25121,	1,	Regular
25127,	1,	Regular
25147,	1,	Regular
25153,	1,	Regular
25163,	1,	Regular
25169,	1,	Regular
25171,	1,	Regular
25183,	1,	Regular
25189,	1,	Regular
25219,	1,	Regular
25229,	1,	Regular
25237,	1,	Regular
25243,	1,	Regular
25247,	1,	Regular
25253,	1,	Regular
25261,	1,	Regular
25301,	1,	Regular
25303,	1,	Regular
25307,	1,	Regular
25309,	1,	Regular
25321,	1,	Regular
25339,	1,	Regular
25343,	1,	Regular
25349,	1,	Regular
25357,	1,	Regular
25367,	1,	Regular
25373,	1,	Regular
25391,	1,	Regular
25409,	1,	Regular
25411,	1,	Regular
25423,	1,	Regular
25439,	1,	Regular
25447,	1,	Regular
25453,	1,	Regular
25457,	1,	Regular
25463,	1,	Regular
25469,	1,	Regular
25471,	1,	Regular
25523,	1,	Regular
25537,	1,	Regular
25541,	1,	Regular
25561,	1,	Regular
25577,	1,	Regular
25579,	1,	Regular
25583,	1,	Regular
25589,	1,	Regular
25601,	1,	Regular
25603,	1,	Regular
25609,	1,	Regular
25621,	1,	Regular
25633,	1,	Regular
25639,	1,	Regular
25643,	1,	Regular
25657,	1,	Regular
25667,	1,	Regular
25673,	1,	Regular
25679,	1,	Regular
25693,	1,	Regular
25703,	1,	Regular
25717,	1,	Regular
25733,	1,	Regular
25741,	1,	Regular
25747,	1,	Regular
25759,	1,	Regular
25763,	1,	Regular
25771,	1,	Regular
25793,	1,	Regular
25799,	1,	Regular
25801,	1,	Regular
25819,	1,	Regular
25841,	1,	Regular
25847,	1,	Regular
25849,	1,	Regular
25867,	1,	Regular
25873,	1,	Regular
25889,	1,	Regular
25903,	1,	Regular
25913,	1,	Regular
25919,	1,	Regular
25931,	1,	Regular
25933,	1,	Regular
25939,	1,	Regular
25943,	1,	Regular
25951,	1,	Regular
25969,	1,	Regular
25981,	1,	Regular
25997,	1,	Regular
25999,	1,	Regular
26003,	1,	Regular
26017,	1,	Regular
26021,	1,	Regular
26029,	1,	Regular
26041,	1,	Regular
26053,	1,	Regular
26083,	1,	Regular
26099,	1,	Regular
26107,	1,	Regular
26111,	1,	Regular
26113,	1,	Regular
26119,	1,	Regular
26141,	1,	Regular
26153,	1,	Regular
26161,	1,	Regular
26171,	1,	Regular
26177,	1,	Regular
26183,	1,	Regular
26189,	1,	Regular
26203,	1,	Regular
26209,	1,	Regular
26227,	1,	Regular
26237,	1,	Regular
26249,	1,	Regular
26251,	1,	Regular
26261,	1,	Regular
26263,	1,	Regular
26267,	1,	Regular
26293,	1,	Regular
26297,	1,	Regular
26309,	1,	Regular
26317,	1,	Regular
26321,	1,	Regular
26339,	1,	Regular
26347,	1,	Regular
26357,	1,	Regular
26371,	1,	Regular
26387,	1,	Regular
26393,	1,	Regular
26399,	1,	Regular
26407,	1,	Regular
26417,	1,	Regular
26423,	1,	Regular
26431,	1,	Regular
26437,	1,	Regular
26449,	1,	Regular
26459,	1,	Regular
26479,	1,	Regular
26489,	1,	Regular
26497,	1,	Regular
26501,	1,	Regular
26513,	1,	Regular
26539,	1,	Regular
26557,	1,	Regular
26561,	1,	Regular
26573,	1,	Regular
26591,	1,	Regular
26597,	1,	Regular
26627,	1,	Regular
26633,	1,	Regular
26641,	1,	Regular
26647,	1,	Regular
26669,	1,	Regular
26681,	1,	Regular
26683,	1,	Regular
26687,	1,	Regular
26693,	1,	Regular
26699,	1,	Regular
26701,	1,	Regular
26711,	1,	Regular
26713,	1,	Regular
26717,	1,	Regular
26723,	1,	Regular
26729,	1,	Regular
26731,	1,	Regular
26737,	1,	Regular
26759,	1,	Regular
26777,	1,	Regular
26783,	1,	Regular
26801,	1,	Regular
26813,	1,	Regular
26821,	1,	Regular
26833,	1,	Regular
26839,	1,	Regular
26849,	1,	Regular
26861,	1,	Regular
26863,	1,	Regular
26879,	1,	Regular
26881,	1,	Regular
26891,	1,	Regular
26893,	1,	Regular
26903,	1,	Regular
26921,	1,	Regular
26927,	1,	Regular
26947,	1,	Regular
26951,	1,	Regular
26953,	1,	Regular
26959,	1,	Regular
26981,	1,	Regular
26987,	1,	Regular
26993,	1,	Regular
27011,	1,	Regular
27017,	1,	Regular
27031,	1,	Regular
27043,	1,	Regular
27059,	1,	Regular
27061,	1,	Regular
27067,	1,	Regular
27073,	1,	Regular
27077,	1,	Regular
27091,	1,	Regular
27103,	1,	Regular
27107,	1,	Regular
27109,	1,	Regular
27127,	1,	Regular
27143,	1,	Regular
27179,	1,	Regular
27191,	1,	Regular
27197,	1,	Regular
27211,	1,	Regular
27239,	1,	Regular
27241,	1,	Regular
27253,	1,	Regular
27259,	1,	Regular
27271,	1,	Regular
27277,	1,	Regular
27281,	1,	Regular
27283,	1,	Regular
27299,	1,	Regular
27329,	1,	Regular
27337,	1,	Regular
27361,	1,	Regular
27367,	1,	Regular
27397,	1,	Regular
27407,	1,	Regular
27409,	1,	Regular
27427,	1,	Regular
27431,	1,	Regular
27437,	1,	Regular
27449,	1,	Regular
27457,	1,	Regular
27479,	1,	Regular
27481,	1,	Regular
27487,	1,	Regular
27509,	1,	Regular
27527,	1,	Regular
27529,	1,	Regular
27539,	1,	Regular
27541,	1,	Regular
27551,	1,	Regular
27581,	1,	Regular
27583,	1,	Regular
27611,	1,	Regular
27617,	1,	Regular
27631,	1,	Regular
27647,	1,	Regular
27653,	1,	Regular
27673,	1,	Regular
27689,	1,	Regular
27691,	1,	Regular
27697,	1,	Regular
27701,	1,	Regular
27733,	1,	Regular
27737,	1,	Regular
27739,	1,	Regular
27743,	1,	Regular
27749,	1,	Regular
27751,	1,	Regular
27763,	1,	Regular
27767,	1,	Regular
27773,	1,	Regular
27779,	1,	Regular
27791,	1,	Regular
27793,	1,	Regular
27799,	1,	Regular
27803,	1,	Regular
27809,	1,	Regular
27817,	1,	Regular
27823,	1,	Regular
27827,	1,	Regular
27847,	1,	Regular
27851,	1,	Regular
27883,	1,	Regular
27893,	1,	Regular
27901,	1,	Regular
27917,	1,	Regular
27919,	1,	Regular
27941,	1,	Regular
27943,	1,	Regular
27947,	1,	Regular
27953,	1,	Regular
27961,	1,	Regular
27967,	1,	Regular
27983,	1,	Regular
27997,	1,	Regular
28001,	1,	Regular
28019,	1,	Regular
28027,	1,	Regular
28031,	1,	Regular
28051,	1,	Regular
28057,	1,	Regular
28069,	1,	Regular
28081,	1,	Regular
28087,	1,	Regular
28097,	1,	Regular
28099,	1,	Regular
28109,	1,	Regular
28111,	1,	Regular
28123,	1,	Regular
28151,	1,	Regular
28163,	1,	Regular
28181,	1,	Regular
28183,	1,	Regular
28201,	1,	Regular
28211,	1,	Regular
28219,	1,	Regular
28229,	1,	Regular
28277,	1,	Regular
28279,	1,	Regular
28283,	1,	Regular
28289,	1,	Regular
28297,	1,	Regular
28307,	1,	Regular
28309,	1,	Regular
28319,	1,	Regular
28349,	1,	Regular
28351,	1,	Regular
28387,	1,	Regular
28393,	1,	Regular
28403,	1,	Regular
28409,	1,	Regular
28411,	1,	Regular
28429,	1,	Regular
28433,	1,	Regular
28439,	1,	Regular
28447,	1,	Regular
28463,	1,	Regular
28477,	1,	Regular
28493,	1,	Regular
28499,	1,	Regular
28513,	1,	Regular
28517,	1,	Regular
28537,	1,	Regular
28541,	1,	Regular
28547,	1,	Regular
28549,	1,	Regular
28559,	1,	Regular
28571,	1,	Regular
28573,	1,	Regular
28579,	1,	Regular
28591,	1,	Regular
28597,	1,	Regular
28603,	1,	Regular
28607,	1,	Regular
28619,	1,	Regular
28621,	1,	Regular
28627,	1,	Regular
28631,	1,	Regular
28643,	1,	Regular
28649,	1,	Regular
28657,	1,	Regular
28661,	1,	Regular
28663,	1,	Regular
28669,	1,	Regular
28687,	1,	Regular
28697,	1,	Regular
28703,	1,	Regular
28711,	1,	Regular
28723,	1,	Regular
28729,	1,	Regular
28751,	1,	Regular
28753,	1,	Regular
28759,	1,	Regular
28771,	1,	Regular
28789,	1,	Regular
28793,	1,	Regular
28807,	1,	Regular
28813,	1,	Regular
28817,	1,	Regular
28837,	1,	Regular
28843,	1,	Regular
28859,	1,	Regular
28867,	1,	Regular
28871,	1,	Regular
28879,	1,	Regular
28901,	1,	Regular
28909,	1,	Regular
28921,	1,	Regular
28927,	1,	Regular
28933,	1,	Regular
28949,	1,	Regular
28961,	1,	Regular
28979,	1,	Regular
29009,	1,	Regular
29017,	1,	Regular
29021,	1,	Regular
29023,	1,	Regular
29027,	1,	Regular
29033,	1,	Regular
29059,	1,	Regular
29063,	1,	Regular
29077,	1,	Regular
29101,	1,	Regular
29123,	1,	Regular
29129,	1,	Regular
29131,	1,	Regular
29137,	1,	Regular
29147,	1,	Regular
29153,	1,	Regular
29167,	1,	Regular
29173,	1,	Regular
29179,	1,	Regular
29191,	1,	Regular
29201,	1,	Regular
29207,	1,	Regular
29209,	1,	Regular
29221,	1,	Regular
29231,	1,	Regular
29243,	1,	Regular
29251,	1,	Regular
29269,	1,	Regular
29287,	1,	Regular
29297,	1,	Regular
29303,	1,	Regular
29311,	1,	Regular
29327,	1,	Regular
29333,	1,	Regular
29339,	1,	Regular
29347,	1,	Regular
29363,	1,	Regular
29383,	1,	Regular
29387,	1,	Regular
29389,	1,	Regular
29399,	1,	Regular
29401,	1,	Regular
29411,	1,	Regular
29423,	1,	Regular
29429,	1,	Regular
29437,	1,	Regular
29443,	1,	Regular
29453,	1,	Regular
29473,	1,	Regular
29483,	1,	Regular
29501,	1,	Regular
29527,	1,	Regular
29531,	1,	Regular
29537,	1,	Regular
29567,	1,	Regular
29569,	1,	Regular
29573,	1,	Regular
29581,	1,	Regular
29587,	1,	Regular
29599,	1,	Regular
29611,	1,	Regular
29629,	1,	Regular
29633,	1,	Regular
29641,	1,	Regular
29663,	1,	Regular
29669,	1,	Regular
29671,	1,	Regular
29683,	1,	Regular
29717,	1,	Regular
29723,	1,	Regular
29741,	1,	Regular
29753,	1,	Regular
29759,	1,	Regular
29761,	1,	Regular
29789,	1,	Regular
29803,	1,	Regular
29819,	1,	Regular
29833,	1,	Regular
29837,	1,	Regular
29851,	1,	Regular
29863,	1,	Regular
29867,	1,	Regular
29873,	1,	Regular
29879,	1,	Regular
29881,	1,	Regular
29917,	1,	Regular
29921,	1,	Regular
29927,	1,	Regular
29947,	1,	Regular
29959,	1,	Regular
29983,	1,	Regular
29989,	1,	Regular
30011,	1,	Regular
30013,	1,	Regular
30029,	1,	Regular
30047,	1,	Regular
30059,	1,	Regular
30071,	1,	Regular
30089,	1,	Regular
30091,	1,	Regular
30097,	1,	Regular
30103,	1,	Regular
30109,	1,	Regular
30113,	1,	Regular
30119,	1,	Regular
30133,	1,	Regular
30137,	1,	Regular
30139,	1,	Regular
30161,	1,	Regular
30169,	1,	Regular
30181,	1,	Regular
30187,	1,	Regular
30197,	1,	Regular
30203,	1,	Regular
30211,	1,	Regular
30223,	1,	Regular
30241,	1,	Regular
30253,	1,	Regular
30259,	1,	Regular
30269,	1,	Regular
30271,	1,	Regular
30293,	1,	Regular
30307,	1,	Regular
30313,	1,	Regular
30319,	1,	Regular
30323,	1,	Regular
30341,	1,	Regular
30347,	1,	Regular
30367,	1,	Regular
30389,	1,	Regular
30391,	1,	Regular
30403,	1,	Regular
30427,	1,	Regular
30431,	1,	Regular
30449,	1,	Regular
30467,	1,	Regular
30469,	1,	Regular
30491,	1,	Regular
30493,	1,	Regular
30497,	1,	Regular
30509,	1,	Regular
30517,	1,	Regular
30529,	1,	Regular
30539,	1,	Regular
30553,	1,	Regular
30557,	1,	Regular
30559,	1,	Regular
30577,	1,	Regular
30593,	1,	Regular
30631,	1,	Regular
30637,	1,	Regular
30643,	1,	Regular
30649,	1,	Regular
30661,	1,	Regular
30671,	1,	Regular
30677,	1,	Regular
30689,	1,	Regular
30697,	1,	Regular
30703,	1,	Regular
30707,	1,	Regular
30713,	1,	Regular
30727,	1,	Regular
30757,	1,	Regular
30763,	1,	Regular
30773,	1,	Regular
30781,	1,	Regular
30803,	1,	Regular
30809,	1,	Regular
30817,	1,	Regular
30829,	1,	Regular
30839,	1,	Regular
30841,	1,	Regular
30851,	1,	Regular
30853,	1,	Regular
30859,	1,	Regular
30869,	1,	Regular
30871,	1,	Regular
30881,	1,	Regular
30893,	1,	Regular
30911,	1,	Regular
30931,	1,	Regular
30937,	1,	Regular
30941,	1,	Regular
30949,	1,	Regular
30971,	1,	Regular
30977,	1,	Regular
30983,	1,	Regular
31013,	1,	Regular
31019,	1,	Regular
31033,	1,	Regular
31039,	1,	Regular
31051,	1,	Regular
31063,	1,	Regular
31069,	1,	Regular
31079,	1,	Regular
31081,	1,	Regular
31091,	1,	Regular
31121,	1,	Regular
31123,	1,	Regular
31139,	1,	Regular
31147,	1,	Regular
31151,	1,	Regular
31153,	1,	Regular
31159,	1,	Regular
31177,	1,	Regular
31181,	1,	Regular
31183,	1,	Regular
31189,	1,	Regular
31193,	1,	Regular
31219,	1,	Regular
31223,	1,	Regular
31231,	1,	Regular
31237,	1,	Regular
31247,	1,	Regular
31249,	1,	Regular
31253,	1,	Regular
31259,	1,	Regular
31267,	1,	Regular
31271,	1,	Regular
31277,	1,	Regular
31307,	1,	Regular
31319,	1,	Regular
31321,	1,	Regular
31327,	1,	Regular
31333,	1,	Regular
31337,	1,	Regular
31357,	1,	Regular
31379,	1,	Regular
31387,	1,	Regular
31391,	1,	Regular
31393,	1,	Regular
31397,	1,	Regular
31469,	1,	Regular
31477,	1,	Regular
31481,	1,	Regular
31489,	1,	Regular
31511,	1,	Regular
31513,	1,	Regular
31517,	1,	Regular
31531,	1,	Regular
31541,	1,	Regular
31543,	1,	Regular
31547,	1,	Regular
31567,	1,	Regular
31573,	1,	Regular
31583,	1,	Regular
31601,	1,	Regular
31607,	1,	Regular
31627,	1,	Regular
31643,	1,	Regular
31649,	1,	Regular
31657,	1,	Regular
31663,	1,	Regular
31667,	1,	Regular
31687,	1,	Regular
31699,	1,	Regular
31721,	1,	Regular
31723,	1,	Regular
31727,	1,	Regular
31729,	1,	Regular
31741,	1,	Regular
31751,	1,	Regular
31769,	1,	Regular
31771,	1,	Regular
31793,	1,	Regular
31799,	1,	Regular
31817,	1,	Regular
31847,	1,	Regular
31849,	1,	Regular
31859,	1,	Regular
31873,	1,	Regular
31883,	1,	Regular
31891,	1,	Regular
31907,	1,	Regular
31957,	1,	Regular
31963,	1,	Regular
31973,	1,	Regular
31981,	1,	Regular
31991,	1,	Regular
32003,	1,	Regular
32009,	1,	Regular
32027,	1,	Regular
32029,	1,	Regular
32051,	1,	Regular
32057,	1,	Regular
32059,	1,	Regular
32063,	1,	Regular
32069,	1,	Regular
32077,	1,	Regular
32083,	1,	Regular
32089,	1,	Regular
32099,	1,	Regular
32117,	1,	Regular
32119,	1,	Regular
32141,	1,	Regular
32143,	1,	Regular
32159,	1,	Regular
32173,	1,	Regular
32183,	1,	Regular
32189,	1,	Regular
32191,	1,	Regular
32203,	1,	Regular
32213,	1,	Regular
32233,	1,	Regular
32237,	1,	Regular
32251,	1,	Regular
32257,	1,	Regular
32261,	1,	Regular
32297,	1,	Regular
32299,	1,	Regular
32303,	1,	Regular
32309,	1,	Regular
32321,	1,	Regular
32323,	1,	Regular
32327,	1,	Regular
32341,	1,	Regular
32353,	1,	Regular
32359,	1,	Regular
32363,	1,	Regular
32369,	1,	Regular
32371,	1,	Regular
32377,	1,	Regular
32381,	1,	Regular
32401,	1,	Regular
32411,	1,	Regular
32413,	1,	Regular
32423,	1,	Regular
32429,	1,	Regular
32441,	1,	Regular
32443,	1,	Regular
32467,	1,	Regular
32479,	1,	Regular
32491,	1,	Regular
32497,	1,	Regular
32503,	1,	Regular
32507,	1,	Regular
32531,	1,	Regular
32533,	1,	Regular
32537,	1,	Regular
32561,	1,	Regular
32563,	1,	Regular
32569,	1,	Regular
32573,	1,	Regular
32579,	1,	Regular
32587,	1,	Regular
32603,	1,	Regular
32609,	1,	Regular
32611,	1,	Regular
32621,	1,	Regular
32633,	1,	Regular
32647,	1,	Regular
32653,	1,	Regular
32687,	1,	Regular
32693,	1,	Regular
32707,	1,	Regular
32713,	1,	Regular
32717,	1,	Regular
32719,	1,	Regular
32749,	1,	Regular
32771,	1,	Regular
32779,	1,	Regular
32783,	1,	Regular
32789,	1,	Regular
32797,	1,	Regular
32801,	1,	Regular
32803,	1,	Regular
32831,	1,	Regular
32833,	1,	Regular
32839,	1,	Regular
32843,	1,	Regular
32869,	1,	Regular
32887,	1,	Regular
32909,	1,	Regular
32911,	1,	Regular
32917,	1,	Regular
32933,	1,	Regular
32939,	1,	Regular
32941,	1,	Regular
32957,	1,	Regular
32969,	1,	Regular
32971,	1,	Regular
32983,	1,	Regular
32987,	1,	Regular
32993,	1,	Regular
32999,	1,	Regular
33013,	1,	Regular
33023,	1,	Regular
33029,	1,	Regular
33037,	1,	Regular
33049,	1,	Regular
33053,	1,	Regular
33071,	1,	Regular
33073,	1,	Regular
33083,	1,	Regular
33091,	1,	Regular
33107,	1,	Regular
33113,	1,	Regular
33119,	1,	Regular
33149,	1,	Regular
33151,	1,	Regular
33161,	1,	Regular
33179,	1,	Regular
33181,	1,	Regular
33191,	1,	Regular
33199,	1,	Regular
33203,	1,	Regular
33211,	1,	Regular
33223,	1,	Regular
33247,	1,	Regular
33287,	1,	Regular
33289,	1,	Regular
33301,	1,	Regular
33311,	1,	Regular
33317,	1,	Regular
33329,	1,	Regular
33331,	1,	Regular
33343,	1,	Regular
33347,	1,	Regular
33349,	1,	Regular
33353,	1,	Regular
33359,	1,	Regular
33377,	1,	Regular
33391,	1,	Regular
33403,	1,	Regular
33409,	1,	Regular
33413,	1,	Regular
33427,	1,	Regular
33457,	1,	Regular
33461,	1,	Regular
33469,	1,	Regular
33479,	1,	Regular
33487,	1,	Regular
33493,	1,	Regular
33503,	1,	Regular
33521,	1,	Regular
33529,	1,	Regular
33533,	1,	Regular
33547,	1,	Regular
33563,	1,	Regular
33569,	1,	Regular
33577,	1,	Regular
33581,	1,	Regular
33587,	1,	Regular
33589,	1,	Regular
33599,	1,	Regular
33601,	1,	Regular
33613,	1,	Regular
33617,	1,	Regular
33619,	1,	Regular
33623,	1,	Regular
33629,	1,	Regular
33637,	1,	Regular
33641,	1,	Regular
33647,	1,	Regular
33679,	1,	Regular
33703,	1,	Regular
33713,	1,	Regular
33721,	1,	Regular
33739,	1,	Regular
33749,	1,	Regular
33751,	1,	Regular
33757,	1,	Regular
33767,	1,	Regular
33769,	1,	Regular
33773,	1,	Regular
33791,	1,	Regular
33797,	1,	Regular
33809,	1,	Regular
33811,	1,	Regular
33827,	1,	Regular
33829,	1,	Regular
33851,	1,	Regular
33857,	1,	Regular
33863,	1,	Regular
33871,	1,	Regular
33889,	1,	Regular
33893,	1,	Regular
33911,	1,	Regular
33923,	1,	Regular
33931,	1,	Regular
33937,	1,	Regular
33941,	1,	Regular
33961,	1,	Regular
33967,	1,	Regular
33997,	1,	Regular
34019,	1,	Regular
34031,	1,	Regular
34033,	1,	Regular
34039,	1,	Regular
34057,	1,	Regular
34061,	1,	Regular
34123,	1,	Regular
34127,	1,	Regular
34129,	1,	Regular
34141,	1,	Regular
34147,	1,	Regular
34157,	1,	Regular
34159,	1,	Regular
34171,	1,	Regular
34183,	1,	Regular
34211,	1,	Regular
34213,	1,	Regular
34217,	1,	Regular
34231,	1,	Regular
34253,	1,	Regular
34259,	1,	Regular
34261,	1,	Regular
34267,	1,	Regular
34273,	1,	Regular
34283,	1,	Regular
34297,	1,	Regular
34301,	1,	Regular
34303,	1,	Regular
34313,	1,	Regular
34319,	1,	Regular
34327,	1,	Regular
34337,	1,	Regular
34351,	1,	Regular
34361,	1,	Regular
34367,	1,	Regular
34369,	1,	Regular
34381,	1,	Regular
34403,	1,	Regular
34421,	1,	Regular
34429,	1,	Regular
34439,	1,	Regular
34457,	1,	Regular
34469,	1,	Regular
34471,	1,	Regular
34483,	1,	Regular
34487,	1,	Regular
34499,	1,	Regular
34501,	1,	Regular
34511,	1,	Regular
34513,	1,	Regular
34519,	1,	Regular
34537,	1,	Regular
34543,	1,	Regular
34549,	1,	Regular
34583,	1,	Regular
34589,	1,	Regular
34591,	1,	Regular
34603,	1,	Regular
34607,	1,	Regular
34613,	1,	Regular
34631,	1,	Regular
34649,	1,	Regular
34651,	1,	Regular
34667,	1,	Regular
34673,	1,	Regular
34679,	1,	Regular
34687,	1,	Regular
34693,	1,	Regular
34703,	1,	Regular
34721,	1,	Regular
34729,	1,	Regular
34739,	1,	Regular
34747,	1,	Regular
34757,	1,	Regular
34759,	1,	Regular
34763,	1,	Regular
34781,	1,	Regular
34807,	1,	Regular
34819,	1,	Regular
34841,	1,	Regular
34843,	1,	Regular
34847,	1,	Regular
34849,	1,	Regular
34871,	1,	Regular
34877,	1,	Regular
34883,	1,	Regular
34897,	1,	Regular
34913,	1,	Regular
34919,	1,	Regular
34939,	1,	Regular
34949,	1,	Regular
34961,	1,	Regular
34963,	1,	Regular
34981,	1,	Regular
35023,	1,	Regular
35027,	1,	Regular
35051,	1,	Regular
